NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:07 PM,,,,,
Jan 1999,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0108902 AL EBT MADISON CO. FS OFF,4236,,9485,,13721,,2081,,3681,,5762,,994391
0108902 AL FSP MADISON CO. FS OFF,,,1,,1,,,,1,,1,,53
0109101 AL EBT MARENGO CO FS OFC,1744,,2371,,4115,,468,,1082,,1550,,262579
0109101 AL FSP MARENGO CO FS OFC,,,4,,4,,,,1,,1,,41
0109301 AL EBT MARION CO FS OFF,995,,1280,,2275,,349,,686,,1035,,149279
0109501 AL EBT MARSHALL CO FS OFF,2162,,4316,,6478,,735,,1896,,2631,,457697
0109701 AL EBT MOBILE CO FS OFF,16319,,34060,,50379,,4510,,13997,,18507,,3787603
0109701 AL FSP MOBILE CO FS OFF,2,,2,,4,,1,,1,,2,,331
0109901 AL EBT MONROE CO FS OFF,1141,,3082,,4223,,307,,1214,,1521,,313905
0110101 AL EBT MONTGOMERY CO FS OFF,11105,,18085,,29190,,2704,,7873,,10577,,2148003
0110301 AL EBT MORGAN CO FS OFF,1738,,3065,,4803,,579,,1328,,1907,,338215
0110301 AL FSP MORGAN CO FS OFF,,,2,,2,,,,1,,1,,189
0110501 AL EBT PERRY CO FS OFF,1678,,2406,,4084,,462,,1178,,1640,,291613
0110701 AL EBT PICKENS CO FS OFF,1408,,2156,,3564,,376,,982,,1358,,231412
0110901 AL EBT PIKE CO FOOD STAMP OFC,1751,,2995,,4746,,529,,1451,,1980,,333256
0111101 AL EBT RANDOLPH CO FSO,790,,1282,,2072,,223,,577,,800,,131535
0111301 AL EBT RUSSELL CO FS OFF,2170,,3567,,5737,,673,,1533,,2206,,423190
0111501 AL EBT ST CLAIR CO FS OFF,1307,,3171,,4478,,377,,1306,,1683,,308164
0111701 AL EBT SHELBY CO FS OFF,1079,,2171,,3250,,338,,1009,,1347,,232544
0111901 AL EBT SUMTER CO FS OFF,1917,,2032,,3949,,532,,1085,,1617,,274353
0112101 AL EBT TALLADEGA CO FS OFF,3837,,6092,,9929,,1113,,2957,,4070,,700599
0112301 AL EBT TALLAPOOSA CO FS OFF,1320,,2519,,3839,,392,,1144,,1536,,254151
0112501 AL EBT TUSCALOOSA CO FS OFF,4809,,9284,,14093,,1372,,4189,,5561,,981553
0112501 AL FSP TUSCALOOSA CO FS OFF,,,1,,1,,,,1,,1,,46
0112701 AL EBT WALKER CO FS OFF,1539,,2519,,4058,,439,,1195,,1634,,297664
0112701 AL FSP WALKER CO FS OFF,,,2,,2,,,,1,,1,,230
0112901 AL EBT WASHINGTON CO F S OFC,924,,1436,,2360,,260,,676,,936,,167263
0113101 AL EBT WILCOX CO FS OFF,2332,,2388,,4720,,585,,1238,,1823,,318943
0113301 AL EBT WINSTON CO FS OFF,724,,914,,1638,,244,,467,,711,,103410
0211005 AK EBT ALASKA,19763,,23200,,42963,,6630,,7782,,14412,,4436996
0211005 AK FSP ALASKA,188,,,,188,,40,,,,40,,25664
0400101 AZ FSP APACHE,8039,,10706,,18745,,1924,,3206,,5130,,1367380
0400301 AZ EBT COCHISE,3847,,6603,,10450,,1252,,2899,,4151,,791701
0400501 AZ FSP COCONINO,3520,,5220,,8740,,915,,1678,,2593,,650630
0400701 AZ FSP GILA,2560,,3222,,5782,,687,,1397,,2084,,441035
0400901 AZ EBT GRAHAM,1248,,2252,,3500,,358,,918,,1276,,259292
0401101 AZ EBT GREENLEE,107,,289,,396,,38,,146,,184,,27260
0401301 AZ FSP MARICOPA,35996,,59363,,95359,,11503,,25578,,37081,,7512734
0401501 AZ FSP MOHAVE,3469,,8463,,11932,,1092,,3446,,4538,,913413
0401701 AZ FSP NAVAJO,6588,,8812,,15400,,1634,,2834,,4468,,1120797
0401901 AZ EBT PIMA,16818,,31677,,48495,,5414,,14336,,19750,,3670485
0402101 AZ FSP PINAL,4825,,6924,,11749,,1372,,2695,,4067,,867183
0402301 AZ EBT SANTA CRUZ,795,,2696,,3491,,243,,963,,1206,,227368
0402501 AZ FSP YAVAPAI,1449,,4058,,5507,,466,,1914,,2380,,405804
0402701 AZ FSP YUMA,2595,,8732,,11327,,820,,3220,,4040,,784356
0402901 AZ FSP LA PAZ CO DES,430,,1002,,1432,,120,,461,,581,,110526
0500101 AR EBT ARKANSAS COUNTY,130,,2546,,2676,,43,,1065,,1108,,189411
0500301 AR EBT ASHLEY COUNTY,396,,2921,,3317,,124,,1236,,1360,,225622
0500501 AR EBT BAXTER COUNTY,158,,2087,,2245,,54,,832,,886,,141891
0500701 AR EBT BENTON COUNTY,228,,4770,,4998,,82,,1792,,1874,,347165
0500901 AR EBT BOONE COUNTY,51,,2931,,2982,,20,,1176,,1196,,204045
0501101 AR EBT BRADLEY COUNTY,164,,1530,,1694,,55,,689,,744,,119171
0501301 AR EBT CALHOUN COUNTY,31,,430,,461,,12,,190,,202,,31020
0501501 AR EBT CARROLL COUNTY,63,,1493,,1556,,24,,593,,617,,104662
0501701 AR EBT CHICOT COUNTY,581,,3021,,3602,,177,,1296,,1473,,239554
0501901 AR EBT CLARK COUNTY,77,,1743,,1820,,30,,795,,825,,119662
0502101 AR EBT CLAY COUNTY,251,,1314,,1565,,77,,579,,656,,93324
0502301 AR EBT CLEBURNE COUNTY,133,,1726,,1859,,42,,713,,755,,131003
0502501 AR EBT CLEVELAND COUNTY,59,,787,,846,,22,,329,,351,,58665
0502701 AR EBT COLUMBIA COUNTY,383,,3866,,4249,,124,,1654,,1778,,296617
0502901 AR EBT CONWAY COUNTY,147,,2132,,2279,,45,,943,,988,,149670
0503101 AR EBT CRAIGHEAD COUNTY,475,,6116,,6591,,149,,2420,,2569,,460169
0503301 AR EBT CRAWFORD COUNTY,242,,4291,,4533,,79,,1533,,1612,,302105
0503501 AR EBT CRITTENDEN COUNTY,1428,,7751,,9179,,411,,2737,,3148,,652545
0503701 AR EBT CROSS COUNTY,170,,2812,,2982,,59,,1077,,1136,,198621
0503901 AR EBT DALLAS COUNTY,68,,1154,,1222,,22,,504,,526,,77372
0504101 AR EBT DESHA COUNTY,239,,2953,,3192,,75,,1194,,1269,,221242
0504301 AR EBT DREW COUNTY,104,,2276,,2380,,37,,945,,982,,171833
0504501 AR EBT FAULKNER COUNTY,262,,3800,,4062,,90,,1491,,1581,,288245
0504701 AR EBT FRANKLIN COUNTY,53,,1691,,1744,,19,,656,,675,,114339
0504901 AR EBT FULTON COUNTY,129,,1498,,1627,,45,,629,,674,,100487
0505101 AR EBT GARLAND COUNTY,729,,6551,,7280,,243,,2818,,3061,,521037
0505301 AR EBT GRANT COUNTY,36,,891,,927,,12,,368,,380,,61498
0505501 AR EBT GREENE COUNTY,208,,2870,,3078,,66,,1200,,1266,,201841
0505701 AR EBT HEMPSTEAD COUNTY,213,,2834,,3047,,74,,1192,,1266,,217582
0505901 AR EBT HOT SPRING COUNTY,96,,2755,,2851,,32,,1122,,1154,,201666
0506101 AR EBT HOWARD COUNTY,25,,1419,,1444,,11,,573,,584,,95727
0506301 AR EBT INDEPENDENCE COUNTY,103,,3050,,3153,,36,,1264,,1300,,196975
0506501 AR EBT IZARD COUNTY,138,,1135,,1273,,41,,480,,521,,74961
0506701 AR EBT JACKSON COUNTY,267,,2270,,2537,,87,,941,,1028,,166190
0506901 AR EBT JEFFERSON COUNTY,1537,,12815,,14352,,460,,5307,,5767,,1059118
0507101 AR EBT JOHNSON COUNTY,98,,1863,,1961,,30,,724,,754,,123628
0507301 AR EBT LAFAYETTE COUNTY,157,,1422,,1579,,51,,608,,659,,106298
0507501 AR EBT LAWRENCE COUNTY,85,,2168,,2253,,30,,923,,953,,133225
0507701 AR EBT LEE COUNTY,585,,2733,,3318,,168,,1187,,1355,,216521
0507901 AR EBT LINCOLN COUNTY,210,,1549,,1759,,67,,608,,675,,108665
0508101 AR EBT LITTLE RIVER COUNTY,50,,1324,,1374,,15,,556,,571,,89920
0508301 AR EBT LOGAN COUNTY,100,,2335,,2435,,31,,910,,941,,163751
0508501 AR EBT LONOKE COUNTY,135,,2735,,2870,,45,,1059,,1104,,189495
0508701 AR EBT MADISON COUNTY,9,,1338,,1347,,4,,490,,494,,86193
0508901 AR EBT MARION COUNTY,85,,1480,,1565,,33,,556,,589,,106545
0509101 AR EBT MILLER COUNTY,618,,5042,,5660,,203,,2098,,2301,,427597
0509301 AR EBT MISSISSIPPI COUNTY,1037,,7504,,8541,,320,,2821,,3141,,569978
0509501 AR EBT MONROE COUNTY,193,,2021,,2214,,56,,810,,866,,143723
0509701 AR EBT MONTGOMERY COUNTY,26,,820,,846,,7,,333,,340,,57894
0509901 AR EBT NEVADA COUNTY,19,,1051,,1070,,7,,477,,484,,68302
0510101 AR EBT NEWTON COUNTY,25,,1122,,1147,,10,,471,,481,,73715
0510301 AR EBT OUACHITA COUNTY,448,,3951,,4399,,146,,1773,,1919,,301781
0510501 AR EBT PERRY COUNTY,29,,710,,739,,11,,306,,317,,47106
0510701 AR EBT PHILLIPS COUNTY,2023,,6444,,8467,,573,,2535,,3108,,580782
0510901 AR EBT PIKE COUNTY,38,,748,,786,,15,,307,,322,,52808
0511101 AR EBT POINSETT COUNTY,155,,3444,,3599,,52,,1514,,1566,,235429
0511301 AR EBT POLK COUNTY,97,,2081,,2178,,33,,767,,800,,150664
0511501 AR EBT POPE COUNTY,232,,4074,,4306,,79,,1588,,1667,,286138
0511701 AR EBT PRAIRIE COUNTY,59,,788,,847,,21,,343,,364,,52666
0511901 AR EBT PULASKI COUNTY,4469,,23239,,27708,,1368,,9216,,10584,,2042071
0512101 AR EBT RANDOLPH COUNTY,142,,2053,,2195,,48,,879,,927,,141538
0512301 AR EBT SAINT FRANCIS COUNTY,1260,,5571,,6831,,361,,2309,,2670,,474479
0512501 AR EBT SALINE COUNTY,88,,2976,,3064,,32,,1169,,1201,,209790
0512701 AR EBT SCOTT COUNTY,30,,1204,,1234,,11,,485,,496,,72719
0512901 AR EBT SEARCY COUNTY,37,,895,,932,,13,,388,,401,,56687
0513101 AR EBT SEBASTIAN COUNTY,494,,8149,,8643,,161,,3129,,3290,,630675
0513301 AR EBT SEVIER COUNTY,2,,1261,,1263,,1,,484,,485,,82335
0513501 AR EBT SHARP COUNTY,144,,1677,,1821,,51,,717,,768,,119891
0513701 AR EBT STONE COUNTY,43,,1061,,1104,,13,,454,,467,,58846
0513901 AR EBT UNION COUNTY,548,,4360,,4908,,173,,1820,,1993,,332130
0514101 AR EBT VAN BUREN COUNTY,78,,1656,,1734,,28,,641,,669,,116817
0514301 AR EBT WASHINGTON COUNTY,551,,7662,,8213,,201,,3046,,3247,,606117
0514501 AR EBT WHITE COUNTY,250,,4873,,5123,,86,,1978,,2064,,363604
0514701 AR EBT WOODRUFF COUNTY,160,,1939,,2099,,47,,863,,910,,143600
0514901 AR EBT YELL COUNTY,38,,1326,,1364,,13,,540,,553,,81684
0600105 CA FSP ALAMEDA COUNTY DSS,46252,,16439,,62691,,17013,,9741,,26754,,4638128
0600302 CA FSP ALPINE COUNTY DSS,30,,41,,71,,6,,13,,19,,4261
0600501 CA FSP AMADOR COUNTY DSS,608,,659,,1267,,224,,257,,481,,85516
0600702 CA FSP BUTTE COUNTY DSS,13462,,7302,,20764,,4288,,3178,,7466,,1416575
0600901 CA FSP CALAVERAS CO DSW,1126,,1239,,2365,,391,,549,,940,,171954
0601101 CA FSP COLUSA COUNTY DSW,427,,1109,,1536,,157,,375,,532,,97788
0601302 CA FSP CONTRA COSTA COUNTY DSS,22609,,7155,,29764,,8173,,4000,,12173,,2127259
0601501 CA FSP DEL NORTE CO DSW,2129,,1435,,3564,,664,,664,,1328,,246234
0601704 CA FSP EL DORADO COUNTY DSS,2387,,2008,,4395,,848,,926,,1774,,309090
0601904 CA FSP FRESNO COUNTY DSW,57253,,22465,,79718,,17850,,8163,,26013,,5488565
0602102 CA FSP GLENN CO WELFARE DEPT,1097,,1103,,2200,,326,,404,,730,,140621
0602303 CA FSP HUMBOLDT CO DSW,6087,,4339,,10426,,2068,,2276,,4344,,846883
0602501 CA FSP IMPERIAL CO DSW,10126,,7093,,17219,,3386,,2460,,5846,,1250010
0602701 CA FSP INYO COUNTY WELF DEPT,621,,733,,1354,,238,,390,,628,,83913
0602902 CA FSP KERN,40282,,22954,,63236,,12543,,8369,,20912,,4731374
0603101 CA FSP KINGS COUNTY DPW,6177,,5961,,12138,,2009,,2291,,4300,,807641
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,4159,,2508,,6667,,1427,,1161,,2588,,494929
0603501 CA FSP LASSEN CO DSW,1613,,845,,2458,,519,,367,,886,,172274
0603720 CA FSP LOS ANGELES COUNTY DPSS,441241,,171168,,612409,,160700,,94217,,254917,,43310086
0603902 CA FSP MADERA CO DSW,7382,,5803,,13185,,2533,,2276,,4809,,915202
0604102 CA FSP MARIN COUNTY DSW,1806,,1551,,3357,,765,,1022,,1787,,242773
0604301 CA FSP MARIPOSA CO DSW,536,,607,,1143,,166,,241,,407,,76003
0604501 CA FSP MENDOCINO CO WELF DEPT,4313,,3080,,7393,,1489,,1503,,2992,,525414
0604701 CA FSP MERCED CO DPW,13812,,11549,,25361,,4151,,3606,,7757,,1853681
0604901 CA FSP MODOC COUNTY DSS,654,,457,,1111,,210,,184,,394,,72050
0605101 CA FSP MONO CO WELFARE DEPT,137,,163,,300,,45,,77,,122,,21903
0605302 CA FSP MONTEREY CO DSW,11996,,8221,,20217,,4329,,3269,,7598,,1402616
0605502 CA FSP NAPA CO WELFARE DEPT,1138,,1374,,2512,,434,,655,,1089,,188494
0605701 CA FSP NEVADA CO DPSS,1121,,1242,,2363,,428,,585,,1013,,168255
0605903 CA FSP ORANGE CO DSW,42126,,25148,,67274,,14135,,10189,,24324,,4180025
0606101 CA FSP PLACER CO WELFARE DEPT,3562,,1631,,5193,,1286,,966,,2252,,369057
0606301 CA FSP PLUMAS COUNTY DSS,552,,445,,997,,214,,177,,391,,67712
0606503 CA FSP RIVERSIDE COUNTY DSS,51533,,21518,,73051,,17317,,8184,,25501,,5223976
0606703 CA FSP SACRAMENTO CO DSW,92100,,24032,,116132,,26161,,11096,,37257,,8201507
0606902 CA FSP SAN BENITO COUNTY DSS,1110,,985,,2095,,380,,382,,762,,138323
0607105 CA EBT SAN BRNDINO CO DPSS AU,89407,,53531,,142938,,29312,,19537,,48849,,10320710
0607105 CA FSP SAN BRNDINO CO DPSS AU,0,,0,,0,,0,,0,,0,,0
0607301 CA EBT SAN DIEGO CO DSS,78910,,24732,,103642,,26780,,10391,,37171,,6768405
0607502 CA FSP SAN FRANCISCO COUNTY DSS,15213,,11928,,27141,,5556,,9895,,15451,,2009561
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,39928,,16232,,56160,,12266,,6037,,18303,,3864237
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,4349,,3545,,7894,,1606,,1566,,3172,,524408
0608103 CA FSP SAN MATEO COUNTY DSS,3900,,2014,,5914,,1549,,1047,,2596,,421401
0608304 CA FSP SANTA BARBARA CO DSW,8110,,6753,,14863,,2815,,2731,,5546,,953957
0608502 CA FSP SANTA CLARA COUNTY DSS,30006,,14016,,44022,,10134,,6584,,16718,,3003943
0608702 CA FSP SANTA CRUZ CO DSW,4626,,3022,,7648,,1760,,1516,,3276,,529712
0608901 CA FSP SHASTA CO DSW,10328,,6817,,17145,,3518,,3172,,6690,,1114978
0609101 CA FSP SIERRA CO HUMAN SVCS,70,,82,,152,,25,,39,,64,,10684
0609301 CA FSP SISKIYOU CO DSW,2425,,1692,,4117,,811,,844,,1655,,296894
0609502 CA FSP SOLANO CO DSW,17481,,3448,,20929,,5824,,1796,,7620,,1399094
0609701 CA FSP SONOMA CO DSW,6128,,3717,,9845,,2420,,1891,,4311,,667407
0609902 CA FSP STANISLAUS CO. DSS,23444,,13030,,36474,,7647,,4768,,12415,,2607674
0610101 CA FSP SUTTER CO WELF DEPT,2783,,3192,,5975,,953,,1135,,2088,,409942
0610301 CA FSP TEHAMA CO DSW,3086,,2579,,5665,,1034,,1056,,2090,,381543
0610501 CA FSP TRINITY CO DSW,647,,564,,1211,,216,,250,,466,,89653
0610704 CA FSP TULARE COUNTY DSS,26046,,14435,,40481,,8612,,5280,,13892,,2761231
0610901 CA FSP TUOLUMNE CO WELF DEPT,1819,,1453,,3272,,635,,615,,1250,,217244
0611101 CA FSP VENTURA CO.,12868,,11744,,24612,,4523,,4582,,9105,,1594276
0611301 CA FSP YOLO CO DSW,5661,,3129,,8790,,1910,,1273,,3183,,608215
0611501 CA FSP YUBA CO WELFARE DEPT,5649,,3144,,8793,,1649,,1522,,3171,,618105
0800301 CO EBT ALAMOSA CO DSS,913,,1140,,2053,,428,,488,,916,,136212
0800701 CO EBT ARCHULETA CO DSS,180,,276,,456,,68,,118,,186,,29645
0800901 CO EBT BACA CO DSS,78,,171,,249,,42,,62,,104,,12498
0801101 CO EBT BENT CO DSS,99,,635,,734,,57,,183,,240,,38854
0801301 CO EBT BOULDER CO DSS,2678,,3803,,6481,,1336,,1928,,3264,,429438
0801501 CO EBT CHAFFEE CO DSS,153,,503,,656,,94,,234,,328,,36891
0801701 CO EBT CHEYENNE CO DSS,26,,65,,91,,17,,23,,40,,4204
0802101 CO EBT CONEJOS CO DSS,412,,1135,,1547,,233,,399,,632,,91482
0802301 CO EBT COSTILLA CO DSS,362,,544,,906,,198,,252,,450,,48167
0802501 CO EBT CROWLEY CO DSS,212,,401,,613,,94,,160,,254,,34904
0802701 CO EBT CUSTER CO DSS,46,,141,,187,,17,,64,,81,,12805
0803102 CO EBT DENVER,14105,,27627,,41732,,7285,,12211,,19496,,2958772
0803301 CO EBT DOLORES CO DSS,28,,70,,98,,16,,31,,47,,5112
0803701 CO EBT EAGLE CO DSS,31,,138,,169,,20,,76,,96,,13364
0803901 CO EBT ELBERT CO DSS,81,,190,,271,,34,,68,,102,,18350
0804101 CO EBT EL PASO CO DSS,7437,,13584,,21021,,3172,,5565,,8737,,1518934
0804301 CO EBT FREMONT CO DSS,802,,1984,,2786,,362,,857,,1219,,181526
0805501 CO EBT HUERFANO CO DSS,344,,659,,1003,,167,,233,,400,,50330
0805901 CO EBT JEFFERSON CO DSS,3243,,5178,,8421,,1436,,2382,,3818,,606263
0806101 CO EBT KIOWA CO DSS,18,,55,,73,,9,,19,,28,,3814
0806301 CO EBT KIT CARSON CO DSS,54,,198,,252,,34,,69,,103,,11799
0806501 CO EBT LAKE CO DSS,33,,100,,133,,15,,40,,55,,7990
0806701 CO EBT LA PLATA CO DSS,304,,1231,,1535,,158,,524,,682,,104852
0806901 CO EBT LARIMER CO DSS,1677,,4846,,6523,,822,,2032,,2854,,464278
0807101 CO EBT LAS ANIMAS CO DSS,587,,1130,,1717,,294,,498,,792,,104785
0807301 CO EBT LINCOLN CO DSS,96,,138,,234,,50,,56,,106,,12127
0807501 CO EBT LOGAN CO DSS,235,,934,,1169,,121,,387,,508,,67628
0808101 CO EBT MOFFAT CO DSS,578,,219,,797,,285,,86,,371,,49113
0808301 CO EBT MONTEZUMA CO DSS,457,,1801,,2258,,180,,625,,805,,156187
0808701 CO EBT MORGAN CO DSS,413,,961,,1374,,183,,355,,538,,85533
0808901 CO EBT OTERO CO DSS,1025,,1893,,2918,,497,,739,,1236,,164933
0809301 CO EBT PARK CO DSS,25,,127,,152,,20,,56,,76,,11289
0809501 CO EBT PHILLIPS CO DSS,36,,128,,164,,24,,46,,70,,9599
0809901 CO EBT PROWERS CO DSS,242,,1207,,1449,,139,,467,,606,,82637
0810101 CO EBT PUEBLO CO DSS,6170,,9856,,16026,,2920,,4087,,7007,,1107672
0810501 CO EBT RIO GRANDE CO DSS,746,,1302,,2048,,311,,496,,807,,137274
0810701 CO EBT ROUTT CO DSS,56,,164,,220,,25,,73,,98,,13585
0810901 CO EBT SAGUACHE CO DSS,238,,768,,1006,,107,,299,,406,,64497
0811101 CO EBT SAN JUAN CO DSS,10,,58,,68,,5,,24,,29,,6276
0811501 CO EBT SEDGWICK CO DSS,22,,106,,128,,14,,44,,58,,7632
0811701 CO EBT SUMMIT CO DSS,27,,122,,149,,16,,49,,65,,11250
0811901 CO EBT TELLER CO DSS,212,,463,,675,,88,,185,,273,,45657
0812101 CO EBT WASHINGTON CO DSS,32,,107,,139,,13,,48,,61,,6941
0812301 CO EBT WELD CO DSS,1310,,4938,,6248,,842,,1804,,2646,,396660
0812501 CO EBT YUMA CO DSS,103,,262,,365,,54,,87,,141,,19750
0812701 CO EBT ADAMS CO DSS,3367,,10999,,14366,,1554,,4138,,5692,,1002538
0812901 CO EBT ARAPAHO CO. DSS,3261,,7956,,11217,,1572,,3127,,4699,,809493
0900002 CT FSP DEPT. OF SOCIAL SERVICES,63557,,118166,,181723,,55188,,33844,,89032,,12499026
1000112 DE FSP KENT,4146,,7700,,11846,,1535,,2852,,4387,,793651
1000235 DE FSP NEW CASTLE,8199,,7877,,16076,,3037,,2917,,5954,,1077098
1000316 DE FSP SUSSEX CO.,4945,,5026,,9971,,1787,,1906,,3693,,963720
1100161 DC EBT D.C. Treasury,36694,,47177,,83871,,13940,,23432,,37372,,6673023
1200101 FL EBT ALACHUA CO DFS,4985,,11448,,16433,,2199,,4747,,6946,,1188029
1200101 FL FSP ALACHUA CO DFS,0,,0,,0,,0,,0,,0,,0
1200301 FL EBT BAKER CO SERVICE CENTE,307,,1374,,1681,,150,,507,,657,,113134
1200301 FL FSP BAKER CO SERVICE CENTE,0,,0,,0,,0,,0,,0,,0
1200501 FL EBT BAY CO DFS,2212,,10146,,12358,,1178,,4072,,5250,,874745
1200501 FL FSP BAY CO DFS,5,,,,5,,2,,,,2,,294
1200701 FL EBT BRADFORD CO DFS,614,,1857,,2471,,278,,692,,970,,168333
1200701 FL FSP BRADFORD CO DFS,0,,0,,0,,0,,0,,0,,0
1200901 FL EBT BREVARD CO DFS,4543,,17822,,22365,,2500,,7312,,9812,,1552748
1200901 FL FSP BREVARD CO DFS,5,,,,5,,2,,,,2,,702
1201101 FL EBT BROWARD CO SES,16244,,36049,,52293,,8851,,15620,,24471,,4232647
1201101 FL FSP BROWARD CO SES,8,,,,8,,3,,,,3,,1105
1201301 FL EBT CALHOUN CO DFS,479,,1196,,1675,,240,,495,,735,,112883
