NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:05 PM,,,,,
Jan 2000,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0105101 AL EBT ELMORE CO FS OFF,1194,,2727,,3921,,324,,1043,,1367,,259934
0105301 AL EBT ESCAMBIA CO FS OFF,1006,,3150,,4156,,322,,1321,,1643,,310061
0105501 AL EBT ETOWQH CO FS OFF,2966,,5888,,8854,,984,,2689,,3673,,620532
0105701 AL EBT FAYETTE CO FS OFF,900,,1090,,1990,,331,,588,,919,,141896
0105901 AL EBT FRANKLIN CO FS OFF,1109,,1744,,2853,,359,,857,,1216,,192912
0106101 AL EBT GENEVA CO FS OFF,906,,1761,,2667,,308,,755,,1063,,181763
0106301 AL EBT GREENE CO FS OFF,910,,1653,,2563,,278,,737,,1015,,171309
0106501 AL EBT HALE CO FS OFF,860,,1808,,2668,,255,,724,,979,,170645
0106701 AL EBT HENRY CO FS OFF,893,,1031,,1924,,297,,585,,882,,129326
0106901 AL EBT HOUSTON CO FS OFF,2869,,6102,,8971,,862,,2681,,3543,,622930
0107101 AL EBT JACKSON CO FS OFF,1386,,2502,,3888,,474,,1199,,1673,,266462
0107301 AL EBT JEFFERSON CO FS OFF,20546,,28268,,48814,,5874,,13358,,19232,,3599999
0107501 AL EBT LAMAR CO FS OFF,620,,1000,,1620,,226,,502,,728,,109290
0107701 AL EBT LAUDERDALE CO FS OFF,1777,,3943,,5720,,557,,1774,,2331,,407533
0107901 AL EBT LAWRENCE CO FS OFF,995,,1732,,2727,,319,,780,,1099,,185489
0108101 AL EBT LEE CO FOOD STAMP OFF,1962,,3459,,5421,,644,,1490,,2134,,386449
0108302 AL EBT LIMESTONE CO. FS OFF,1250,,3166,,4416,,768,,1190,,1958,,291908
0108501 AL EBT LOWNDES CO FS OFF,1256,,2073,,3329,,299,,960,,1259,,234618
0108701 AL EBT MACON CO FS OFF,1956,,4210,,6166,,531,,1969,,2500,,492038
0108902 AL EBT MADISON CO. FS OFF,3805,,9515,,13320,,1960,,3568,,5528,,924068
0109101 AL EBT MARENGO CO FS OFC,1487,,2293,,3780,,402,,1059,,1461,,242149
0109301 AL EBT MARION CO FS OFF,970,,1662,,2632,,347,,810,,1157,,172930
0109501 AL EBT MARSHALL CO FS OFF,2165,,4067,,6232,,735,,1825,,2560,,452432
0109701 AL EBT MOBILE CO FS OFF,14980,,35446,,50426,,4228,,14325,,18553,,3885926
0109901 AL EBT MONROE CO FS OFF,1032,,3043,,4075,,274,,1188,,1462,,308755
0110101 AL EBT MONTGOMERY CO FS OFF,9981,,18951,,28932,,2537,,7974,,10511,,2176371
0110301 AL EBT MORGAN CO FS OFF,1776,,3192,,4968,,593,,1363,,1956,,360559
0110501 AL EBT PERRY CO FS OFF,1468,,2712,,4180,,399,,1270,,1669,,302154
0110701 AL EBT PICKENS CO FS OFF,1371,,1906,,3277,,368,,899,,1267,,217728
0110901 AL EBT PIKE CO FOOD STAMP OFC,1757,,2949,,4706,,538,,1434,,1972,,336198
0111101 AL EBT RANDOLPH CO FSO,865,,1138,,2003,,250,,541,,791,,135529
0111301 AL EBT RUSSELL CO FS OFF,1952,,3232,,5184,,625,,1395,,2020,,375302
0111501 AL EBT ST CLAIR CO FS OFF,1242,,3155,,4397,,365,,1277,,1642,,306470
0111701 AL EBT SHELBY CO FS OFF,1079,,1854,,2933,,357,,848,,1205,,214528
0111901 AL EBT SUMTER CO FS OFF,1829,,2026,,3855,,513,,1072,,1585,,279119
0112101 AL EBT TALLADEGA CO FS OFF,3646,,5029,,8675,,1095,,2455,,3550,,602641
0112301 AL EBT TALLAPOOSA CO FS OFF,1264,,2514,,3778,,386,,1130,,1516,,255560
0112501 AL EBT TUSCALOOSA CO FS OFF,4549,,8821,,13370,,1351,,4015,,5366,,961920
0112701 AL EBT WALKER CO FS OFF,1503,,2792,,4295,,442,,1278,,1720,,313472
0112901 AL EBT WASHINGTON CO F S OFC,867,,1353,,2220,,247,,637,,884,,155789
0113101 AL EBT WILCOX CO FS OFF,2264,,2512,,4776,,585,,1285,,1870,,334774
0113301 AL EBT WINSTON CO FS OFF,674,,1165,,1839,,228,,535,,763,,118674
0211005 AK EBT ALASKA,17002,,22577,,39579,,5895,,7651,,13546,,4050964
0211005 AK FSP ALASKA,94,,,,94,,22,,,,22,,11160
0400101 AZ EBT APACHE,7643,,10712,,18355,,1853,,3238,,5091,,1356701
0400301 AZ EBT COCHISE,3204,,6492,,9696,,1040,,2795,,3835,,719705
0400501 AZ EBT COCONINO,2996,,5227,,8223,,803,,1668,,2471,,611283
0400701 AZ EBT GILA,2472,,3024,,5496,,658,,1297,,1955,,425222
0400901 AZ EBT GRAHAM,1115,,2461,,3576,,320,,948,,1268,,259341
0401101 AZ EBT GREENLEE,115,,344,,459,,38,,163,,201,,32947
0401301 AZ EBT MARICOPA,36752,,63556,,100308,,11976,,27147,,39123,,7731511
0401501 AZ EBT MOHAVE,3360,,8906,,12266,,1060,,3579,,4639,,917549
0401701 AZ EBT NAVAJO,6872,,8916,,15788,,1732,,2858,,4590,,1141369
0401901 AZ EBT PIMA,15149,,30289,,45438,,4878,,13538,,18416,,3461876
0402101 AZ EBT PINAL,4728,,7430,,12158,,1330,,2870,,4200,,907062
0402301 AZ EBT SANTA CRUZ,764,,2640,,3404,,252,,978,,1230,,226460
0402501 AZ EBT YAVAPAI,1278,,3996,,5274,,425,,1908,,2333,,398360
0402701 AZ EBT YUMA,2443,,9855,,12298,,790,,3496,,4286,,841149
0402901 AZ EBT LA PAZ CO DES,387,,918,,1305,,120,,436,,556,,97038
0500101 AR EBT ARKANSAS COUNTY,196,,2556,,2752,,71,,1097,,1168,,201444
0500301 AR EBT ASHLEY COUNTY,278,,2876,,3154,,92,,1238,,1330,,217694
0500501 AR EBT BAXTER COUNTY,129,,2244,,2373,,43,,936,,979,,154670
0500701 AR EBT BENTON COUNTY,329,,4941,,5270,,112,,1854,,1966,,362571
0500901 AR EBT BOONE COUNTY,185,,2671,,2856,,59,,1117,,1176,,193595
0501101 AR EBT BRADLEY COUNTY,151,,1468,,1619,,55,,665,,720,,110061
0501301 AR EBT CALHOUN COUNTY,30,,401,,431,,11,,179,,190,,25699
0501501 AR EBT CARROLL COUNTY,26,,1481,,1507,,11,,600,,611,,103105
0501701 AR EBT CHICOT COUNTY,588,,2889,,3477,,183,,1269,,1452,,227650
0501901 AR EBT CLARK COUNTY,63,,1544,,1607,,23,,733,,756,,108013
0502101 AR EBT CLAY COUNTY,176,,1230,,1406,,56,,547,,603,,81322
0502301 AR EBT CLEBURNE COUNTY,89,,1728,,1817,,31,,705,,736,,121306
0502501 AR EBT CLEVELAND COUNTY,87,,709,,796,,33,,303,,336,,53820
0502701 AR EBT COLUMBIA COUNTY,413,,3840,,4253,,134,,1686,,1820,,303149
0502901 AR EBT CONWAY COUNTY,178,,2080,,2258,,57,,935,,992,,153641
0503101 AR EBT CRAIGHEAD COUNTY,460,,5678,,6138,,153,,2291,,2444,,429641
0503301 AR EBT CRAWFORD COUNTY,279,,4048,,4327,,96,,1492,,1588,,287110
0503501 AR EBT CRITTENDEN COUNTY,1015,,7728,,8743,,284,,2780,,3064,,616823
0503701 AR EBT CROSS COUNTY,263,,2640,,2903,,93,,1026,,1119,,192729
0503901 AR EBT DALLAS COUNTY,65,,1095,,1160,,19,,472,,491,,71835
0504101 AR EBT DESHA COUNTY,181,,2949,,3130,,56,,1212,,1268,,216450
0504301 AR EBT DREW COUNTY,152,,2177,,2329,,49,,929,,978,,170377
0504501 AR EBT FAULKNER COUNTY,317,,3776,,4093,,110,,1483,,1593,,293511
0504701 AR EBT FRANKLIN COUNTY,36,,1581,,1617,,12,,635,,647,,108405
0504901 AR EBT FULTON COUNTY,115,,1390,,1505,,42,,612,,654,,92748
0505101 AR EBT GARLAND COUNTY,708,,6146,,6854,,233,,2670,,2903,,504581
0505301 AR EBT GRANT COUNTY,33,,941,,974,,13,,380,,393,,64484
0505501 AR EBT GREENE COUNTY,202,,2911,,3113,,72,,1249,,1321,,205353
0505701 AR EBT HEMPSTEAD COUNTY,260,,2529,,2789,,86,,1067,,1153,,187430
0505901 AR EBT HOT SPRING COUNTY,64,,2444,,2508,,22,,1023,,1045,,178040
0506101 AR EBT HOWARD COUNTY,18,,1179,,1197,,8,,488,,496,,81943
0506301 AR EBT INDEPENDENCE COUNTY,198,,2974,,3172,,63,,1244,,1307,,208411
0506501 AR EBT IZARD COUNTY,115,,1044,,1159,,39,,464,,503,,70295
0506701 AR EBT JACKSON COUNTY,286,,2219,,2505,,88,,936,,1024,,165645
0506901 AR EBT JEFFERSON COUNTY,1755,,12220,,13975,,542,,5176,,5718,,1052330
0507101 AR EBT JOHNSON COUNTY,116,,2069,,2185,,37,,797,,834,,137167
0507301 AR EBT LAFAYETTE COUNTY,170,,1381,,1551,,55,,608,,663,,101001
0507501 AR EBT LAWRENCE COUNTY,60,,2065,,2125,,20,,907,,927,,126867
0507701 AR EBT LEE COUNTY,517,,2354,,2871,,162,,1063,,1225,,195056
0507901 AR EBT LINCOLN COUNTY,166,,1542,,1708,,52,,606,,658,,109122
0508101 AR EBT LITTLE RIVER COUNTY,65,,1197,,1262,,25,,524,,549,,82605
0508301 AR EBT LOGAN COUNTY,158,,2136,,2294,,51,,864,,915,,153835
0508501 AR EBT LONOKE COUNTY,148,,2877,,3025,,52,,1096,,1148,,202025
0508701 AR EBT MADISON COUNTY,14,,1252,,1266,,6,,478,,484,,77269
0508901 AR EBT MARION COUNTY,76,,1424,,1500,,30,,546,,576,,98852
0509101 AR EBT MILLER COUNTY,713,,4428,,5141,,242,,1843,,2085,,382837
0509301 AR EBT MISSISSIPPI COUNTY,1156,,7009,,8165,,354,,2686,,3040,,541971
0509501 AR EBT MONROE COUNTY,139,,1888,,2027,,44,,755,,799,,133165
0509701 AR EBT MONTGOMERY COUNTY,25,,640,,665,,8,,289,,297,,42738
0509901 AR EBT NEVADA COUNTY,39,,973,,1012,,13,,452,,465,,64369
0510101 AR EBT NEWTON COUNTY,37,,1168,,1205,,13,,480,,493,,75343
0510301 AR EBT OUACHITA COUNTY,364,,3782,,4146,,119,,1720,,1839,,288272
0510501 AR EBT PERRY COUNTY,27,,692,,719,,9,,290,,299,,47850
0510701 AR EBT PHILLIPS COUNTY,2011,,6216,,8227,,568,,2449,,3017,,574364
0510901 AR EBT PIKE COUNTY,19,,773,,792,,9,,314,,323,,51715
0511101 AR EBT POINSETT COUNTY,183,,3120,,3303,,60,,1384,,1444,,207829
0511301 AR EBT POLK COUNTY,108,,1955,,2063,,34,,753,,787,,143883
0511501 AR EBT POPE COUNTY,225,,4187,,4412,,78,,1647,,1725,,300471
0511701 AR EBT PRAIRIE COUNTY,59,,775,,834,,20,,347,,367,,55509
0511901 AR EBT PULASKI COUNTY,5872,,21599,,27471,,1810,,8594,,10404,,2034628
0512101 AR EBT RANDOLPH COUNTY,124,,2163,,2287,,40,,898,,938,,147097
0512301 AR EBT SAINT FRANCIS COUNTY,1247,,5104,,6351,,373,,2125,,2498,,442023
0512501 AR EBT SALINE COUNTY,170,,2672,,2842,,63,,1084,,1147,,204141
0512701 AR EBT SCOTT COUNTY,48,,1175,,1223,,19,,468,,487,,77473
0512901 AR EBT SEARCY COUNTY,32,,861,,893,,10,,371,,381,,53232
0513101 AR EBT SEBASTIAN COUNTY,580,,7778,,8358,,181,,3058,,3239,,602871
0513301 AR EBT SEVIER COUNTY,27,,1121,,1148,,9,,465,,474,,80087
0513501 AR EBT SHARP COUNTY,107,,1775,,1882,,38,,739,,777,,120844
0513701 AR EBT STONE COUNTY,19,,1036,,1055,,8,,440,,448,,60305
0513901 AR EBT UNION COUNTY,602,,4449,,5051,,183,,1868,,2051,,343683
0514101 AR EBT VAN BUREN COUNTY,36,,1540,,1576,,13,,605,,618,,104332
0514301 AR EBT WASHINGTON COUNTY,599,,6968,,7567,,238,,2795,,3033,,550987
0514501 AR EBT WHITE COUNTY,181,,4665,,4846,,61,,1859,,1920,,333797
0514701 AR EBT WOODRUFF COUNTY,148,,1751,,1899,,49,,806,,855,,130473
0514901 AR EBT YELL COUNTY,34,,1333,,1367,,11,,540,,551,,74430
0600105 CA FSP ALAMEDA COUNTY DSS,43524,,23100,,66624,,16706,,9009,,25715,,4511612
0600302 CA FSP ALPINE COUNTY DSS,47,,31,,78,,12,,14,,26,,4353
0600501 CA FSP AMADOR COUNTY DSS,72,,131,,203,,24,,62,,86,,14714
0600702 CA FSP BUTTE COUNTY DSS,2115,,2038,,4153,,694,,891,,1585,,297310
0600901 CA FSP CALAVERAS CO DSW,894,,1207,,2101,,303,,532,,835,,147453
0601101 CA FSP COLUSA COUNTY DSW,55,,197,,252,,22,,70,,92,,18182
0601302 CA FSP CONTRA COSTA COUNTY DSS,23020,,4866,,27886,,7740,,2692,,10432,,1856347
0601501 CA FSP DEL NORTE CO DSW,1847,,1482,,3329,,581,,712,,1293,,229403
0601704 CA FSP EL DORADO COUNTY DSS,1879,,1863,,3742,,678,,920,,1598,,268384
0601904 CA FSP FRESNO COUNTY DSW,65307,,13380,,78687,,18079,,5048,,23127,,4837237
0602102 CA FSP GLENN CO WELFARE DEPT,1066,,1217,,2283,,297,,434,,731,,147886
0602303 CA FSP HUMBOLDT CO DSW,5427,,4580,,10007,,1834,,2291,,4125,,766067
0602501 CA FSP IMPERIAL CO DSW,7805,,9102,,16907,,2370,,2971,,5341,,1225706
0602701 CA FSP INYO COUNTY WELF DEPT,466,,631,,1097,,160,,324,,484,,69001
0602902 CA FSP KERN,30088,,27812,,57900,,9279,,9789,,19068,,4545973
0603101 CA FSP KINGS COUNTY DPW,4612,,6153,,10765,,1469,,2330,,3799,,734600
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,3075,,2902,,5977,,1035,,1280,,2315,,390379
0603501 CA FSP LASSEN CO DSW,1218,,829,,2047,,406,,364,,770,,142462
0603720 CA FSP LOS ANGELES COUNTY DPSS,476208,,184605,,660813,,168670,,95776,,264446,,52029579
0603902 CA FSP MADERA CO DSW,5481,,7012,,12493,,1760,,2757,,4517,,890473
0604102 CA FSP MARIN COUNTY DSW,1417,,1537,,2954,,568,,1007,,1575,,224898
0604301 CA FSP MARIPOSA CO DSW,419,,513,,932,,136,,220,,356,,65658
0604501 CA FSP MENDOCINO CO WELF DEPT,3310,,3471,,6781,,1164,,1645,,2809,,472917
0604701 CA FSP MERCED CO DPW,15608,,10896,,26504,,4489,,3228,,7717,,1814723
0604901 CA FSP MODOC COUNTY DSS,497,,502,,999,,164,,198,,362,,62092
0605101 CA FSP MONO CO WELFARE DEPT,76,,172,,248,,25,,70,,95,,19617
0605302 CA FSP MONTEREY CO DSW,7246,,10595,,17841,,2506,,3978,,6484,,1323079
0605502 CA FSP NAPA CO WELFARE DEPT,837,,1284,,2121,,310,,620,,930,,172804
0605701 CA FSP NEVADA CO DPSS,1018,,1108,,2126,,379,,548,,927,,148408
0605903 CA FSP ORANGE CO DSW,32671,,37362,,70033,,11887,,12635,,24522,,4438249
0606101 CA FSP PLACER CO WELFARE DEPT,2952,,1690,,4642,,1053,,875,,1928,,318403
0606301 CA FSP PLUMAS COUNTY DSS,380,,446,,826,,145,,189,,334,,58194
0606503 CA FSP RIVERSIDE COUNTY DSS,44076,,21640,,65716,,15303,,7681,,22984,,4806848
0606703 CA FSP SACRAMENTO CO DSW,88181,,25918,,114099,,25201,,11509,,36710,,7711088
0606902 CA FSP SAN BENITO COUNTY DSS,879,,1120,,1999,,283,,459,,742,,139131
0607105 CA EBT SAN BRNDINO CO DPSS AU,81145,,55671,,136816,,26139,,19792,,45931,,9744616
0607301 CA EBT SAN DIEGO CO DSS,69510,,25371,,94881,,22990,,10025,,33015,,6166016
0607502 CA FSP SAN FRANCISCO COUNTY DSS,15149,,9883,,25032,,5291,,8392,,13683,,1858998
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,25887,,22736,,48623,,8225,,7832,,16057,,3400761
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,3559,,3279,,6838,,1356,,1400,,2756,,458649
0608103 CA FSP SAN MATEO COUNTY DSS,3341,,2152,,5493,,1272,,1002,,2274,,381066
0608304 CA FSP SANTA BARBARA CO DSW,7993,,7088,,15081,,3027,,2488,,5515,,1039783
0608502 CA FSP SANTA CLARA COUNTY DSS,25534,,14391,,39925,,8792,,6271,,15063,,2746965
0608702 CA FSP SANTA CRUZ CO DSW,4298,,2721,,7019,,1676,,1264,,2940,,506567
0608901 CA FSP SHASTA CO DSW,8301,,6955,,15256,,2892,,3069,,5961,,981846
0609101 CA FSP SIERRA CO HUMAN SVCS,86,,65,,151,,34,,36,,70,,10199
0609301 CA FSP SISKIYOU CO DSW,2054,,1750,,3804,,677,,819,,1496,,267184
0609502 CA FSP SOLANO CO DSW,12743,,2607,,15350,,4194,,1309,,5503,,1020950
0609701 CA FSP SONOMA CO DSW,5006,,3570,,8576,,1978,,1773,,3751,,608269
0609902 CA FSP STANISLAUS CO. DSS,23714,,14028,,37742,,7040,,4411,,11451,,2667706
0610101 CA FSP SUTTER CO WELF DEPT,2243,,2406,,4649,,731,,1031,,1762,,342647
0610301 CA FSP TEHAMA CO DSW,2421,,2616,,5037,,825,,1085,,1910,,357154
0610501 CA FSP TRINITY CO DSW,510,,455,,965,,181,,205,,386,,78511
0610704 CA FSP TULARE COUNTY DSS,33646,,12618,,46264,,10219,,4711,,14930,,3147729
0610901 CA FSP TUOLUMNE CO WELF DEPT,1528,,1360,,2888,,541,,598,,1139,,191286
0611101 CA FSP VENTURA CO.,11660,,11816,,23476,,4108,,4372,,8480,,1511317
0611301 CA FSP YOLO CO DSW,5306,,3101,,8407,,1738,,1208,,2946,,543733
0611501 CA FSP YUBA CO WELFARE DEPT,4406,,3631,,8037,,1284,,1441,,2725,,544447
0800301 CO EBT ALAMOSA CO DSS,582,,1325,,1907,,299,,558,,857,,129164
0800701 CO EBT ARCHULETA CO DSS,166,,296,,462,,71,,112,,183,,30956
0800901 CO EBT BACA CO DSS,77,,169,,246,,39,,69,,108,,12995
0801101 CO EBT BENT CO DSS,98,,557,,655,,55,,214,,269,,40203
0801301 CO EBT BOULDER CO DSS,2343,,3163,,5506,,1201,,1630,,2831,,357462
0801501 CO EBT CHAFFEE CO DSS,168,,496,,664,,88,,222,,310,,41267
0801701 CO EBT CHEYENNE CO DSS,23,,50,,73,,15,,21,,36,,4105
0802101 CO EBT CONEJOS CO DSS,364,,1084,,1448,,205,,384,,589,,87894
0802301 CO EBT COSTILLA CO DSS,372,,471,,843,,196,,221,,417,,48618
0802501 CO EBT CROWLEY CO DSS,197,,454,,651,,92,,181,,273,,37641
0802701 CO EBT CUSTER CO DSS,26,,158,,184,,13,,63,,76,,12920
0803102 CO EBT DENVER,15075,,35033,,50108,,8237,,14963,,23200,,3578193
0803301 CO EBT DOLORES CO DSS,22,,93,,115,,13,,37,,50,,6615
0803701 CO EBT EAGLE CO DSS,25,,103,,128,,11,,47,,58,,7785
0803901 CO EBT ELBERT CO DSS,57,,209,,266,,24,,76,,100,,18733
0804101 CO EBT EL PASO CO DSS,5559,,13975,,19534,,2686,,5554,,8240,,1438969
0804301 CO EBT FREMONT CO DSS,514,,1654,,2168,,269,,680,,949,,138684
0805501 CO EBT HUERFANO CO DSS,287,,576,,863,,151,,236,,387,,50124
0805901 CO EBT JEFFERSON CO DSS,2114,,5520,,7634,,928,,2611,,3539,,544794
0806101 CO EBT KIOWA CO DSS,16,,46,,62,,10,,17,,27,,3837
0806301 CO EBT KIT CARSON CO DSS,44,,189,,233,,28,,62,,90,,12287
0806501 CO EBT LAKE CO DSS,26,,142,,168,,11,,61,,72,,11187
0806701 CO EBT LA PLATA CO DSS,230,,1182,,1412,,130,,510,,640,,96936
0806901 CO EBT LARIMER CO DSS,1117,,4851,,5968,,569,,2009,,2578,,428080
0807101 CO EBT LAS ANIMAS CO DSS,466,,1012,,1478,,249,,472,,721,,85322
0807301 CO EBT LINCOLN CO DSS,58,,147,,205,,28,,68,,96,,11038
0807501 CO EBT LOGAN CO DSS,189,,787,,976,,101,,329,,430,,54755
0808101 CO EBT MOFFAT CO DSS,249,,421,,670,,125,,196,,321,,46634
0808301 CO EBT MONTEZUMA CO DSS,432,,1692,,2124,,167,,589,,756,,138163
0808701 CO EBT MORGAN CO DSS,360,,909,,1269,,164,,361,,525,,84339
0808901 CO EBT OTERO CO DSS,920,,1655,,2575,,434,,580,,1014,,152423
0809301 CO EBT PARK CO DSS,22,,105,,127,,16,,47,,63,,10448
0809501 CO EBT PHILLIPS CO DSS,29,,88,,117,,21,,36,,57,,5877
0809901 CO EBT PROWERS CO DSS,377,,1128,,1505,,180,,434,,614,,88431
0810101 CO EBT PUEBLO CO DSS,4797,,9762,,14559,,2453,,4017,,6470,,1060392
0810501 CO EBT RIO GRANDE CO DSS,681,,1203,,1884,,297,,484,,781,,125741
0810701 CO EBT ROUTT CO DSS,50,,171,,221,,25,,87,,112,,14288
0810901 CO EBT SAGUACHE CO DSS,214,,710,,924,,97,,289,,386,,57606
0811101 CO EBT SAN JUAN CO DSS,11,,68,,79,,6,,26,,32,,7096
0811501 CO EBT SEDGWICK CO DSS,23,,93,,116,,15,,40,,55,,6805
0811701 CO EBT SUMMIT CO DSS,47,,98,,145,,21,,48,,69,,11012
0811901 CO EBT TELLER CO DSS,113,,339,,452,,56,,146,,202,,34241
0812101 CO EBT WASHINGTON CO DSS,29,,107,,136,,11,,37,,48,,6216
0812301 CO EBT WELD CO DSS,1044,,4339,,5383,,646,,1554,,2200,,354057
0812501 CO EBT YUMA CO DSS,93,,269,,362,,51,,97,,148,,18683
0812701 CO EBT ADAMS CO DSS,2022,,9427,,11449,,1015,,3621,,4636,,824411
0812901 CO EBT ARAPAHO CO. DSS,2625,,7413,,10038,,1361,,3063,,4424,,731272
0900002 CT EBT DEPT. OF SOCIAL SERVICES,98037,,68982,,167019,,48678,,35677,,84355,,10876084
1000112 DE FSP KENT,2384,,3516,,5900,,864,,1604,,2468,,482487
1000235 DE FSP NEW CASTLE,7283,,10742,,18025,,2639,,4902,,7541,,1474267
1000316 DE FSP SUSSEX CO.,3575,,5273,,8848,,1296,,2407,,3703,,723731
1100161 DC EBT D.C. Treasury,33741,,48320,,82061,,12858,,23730,,36588,,6290859
1200101 FL EBT ALACHUA CO DFS,3624,,11876,,15500,,1818,,4839,,6657,,1117214
1200301 FL EBT BAKER CO SERVICE CENTE,279,,1373,,1652,,142,,529,,671,,112494
1200501 FL EBT BAY CO DFS,1919,,9764,,11683,,1099,,3940,,5039,,836326
1200701 FL EBT BRADFORD CO DFS,502,,1934,,2436,,250,,757,,1007,,166362
1200901 FL EBT BREVARD CO DFS,3924,,15725,,19649,,2262,,6544,,8806,,1376065
1201101 FL EBT BROWARD CO SES,15424,,37031,,52455,,9121,,16176,,25297,,3993231
1201301 FL EBT CALHOUN CO DFS,358,,1270,,1628,,202,,521,,723,,109010
1201501 FL EBT CHARLOTTE CO DFS,820,,2548,,3368,,503,,1201,,1704,,238045
1201701 FL EBT CITRUS CO DFS,1173,,5009,,6182,,676,,2088,,2764,,414687
1201901 FL EBT CLAY CO DFS,680,,2555,,3235,,363,,1015,,1378,,223956
1202101 FL EBT COLLIER CO DFS,1050,,4891,,5941,,653,,2113,,2766,,423263
1202301 FL EBT COLUMBIA CO DFS,1278,,4164,,5442,,646,,1600,,2246,,376921
1202501 FL EBT DADE CO DFS,107841,,147649,,255490,,67814,,69599,,137413,,19149399
1202701 FL EBT DESOTO CO DFS,307,,1463,,1770,,178,,590,,768,,119356
1202901 FL EBT DIXIE,312,,1382,,1694,,166,,553,,719,,109194
1203101 FL EBT DUVAL CO DFS,7414,,27383,,34797,,3998,,10499,,14497,,2510718
1203301 FL EBT ESCAMBIA CO DFS,5711,,16828,,22539,,2665,,6206,,8871,,1594442
1203501 FL EBT FLAGLER CO DFS,425,,1299,,1724,,216,,510,,726,,119237
1203701 FL EBT FRANKLIN CO DFS,113,,456,,569,,76,,181,,257,,38676
1203901 FL EBT GADSEN CO DFS,1623,,4580,,6203,,779,,1785,,2564,,406991
1204101 FL EBT GILCHRIST,178,,908,,1086,,97,,336,,433,,68990
1204501 FL EBT GULF CO DFS,259,,1082,,1341,,154,,473,,627,,96820
1204701 FL EBT HAMILTON CO DFS,329,,1232,,1561,,166,,439,,605,,103234
1204901 FL EBT HARDEE CO DFS,409,,2545,,2954,,241,,918,,1159,,210885
