NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:10 PM,,,,,
Jul 1998,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0401301 AZ FSP MARICOPA,41686,,65462,,107148,,13074,,27878,,40952,,7896107
0401501 AZ FSP MOHAVE,3792,,9380,,13172,,1222,,3729,,4951,,985507
0401701 AZ FSP NAVAJO,7354,,10405,,17759,,1797,,3189,,4986,,1230869
0401901 AZ EBT PIMA,17945,,31993,,49938,,5637,,13999,,19636,,3780856
0402101 AZ FSP PINAL,5321,,7547,,12868,,1531,,2872,,4403,,931299
0402301 AZ FSP SANTA CRUZ,813,,2593,,3406,,255,,906,,1161,,225141
0402501 AZ FSP YAVAPAI,1598,,4321,,5919,,521,,2086,,2607,,413969
0402701 AZ FSP YUMA,3792,,11094,,14886,,1179,,3836,,5015,,1057395
0402901 AZ FSP LA PAZ CO DES,517,,974,,1491,,155,,460,,615,,111599
0500101 AR EBT ARKANSAS COUNTY,174,,2306,,2480,,54,,963,,1017,,165645
0500101 AR FSP ARKANSAS COUNTY,174,,2306,,2480,,54,,963,,1017,,165645
0500301 AR EBT ASHLEY COUNTY,447,,2776,,3223,,144,,1144,,1288,,214491
0500301 AR FSP ASHLEY COUNTY,447,,2776,,3223,,144,,1144,,1288,,214491
0500501 AR EBT BAXTER COUNTY,179,,1958,,2137,,60,,778,,838,,130189
0500501 AR FSP BAXTER COUNTY,179,,1958,,2137,,60,,778,,838,,130189
0500701 AR EBT BENTON COUNTY,108,,4885,,4993,,38,,1851,,1889,,323078
0500701 AR FSP BENTON COUNTY,108,,4885,,4993,,38,,1851,,1889,,323078
0500901 AR EBT BOONE COUNTY,116,,2755,,2871,,37,,1099,,1136,,186781
0500901 AR FSP BOONE COUNTY,116,,2755,,2871,,37,,1099,,1136,,186781
0501101 AR EBT BRADLEY COUNTY,140,,1410,,1550,,47,,649,,696,,104762
0501101 AR FSP BRADLEY COUNTY,140,,1410,,1550,,47,,649,,696,,104762
0501301 AR EBT CALHOUN COUNTY,45,,449,,494,,15,,193,,208,,30277
0501301 AR FSP CALHOUN COUNTY,45,,449,,494,,15,,193,,208,,30277
0501501 AR EBT CARROLL COUNTY,81,,1515,,1596,,25,,599,,624,,106384
0501501 AR FSP CARROLL COUNTY,81,,1515,,1596,,25,,599,,624,,106384
0501701 AR EBT CHICOT COUNTY,660,,2741,,3401,,195,,1202,,1397,,217700
0501701 AR FSP CHICOT COUNTY,660,,2741,,3401,,195,,1202,,1397,,217700
0501901 AR EBT CLARK COUNTY,64,,1725,,1789,,23,,790,,813,,115731
0501901 AR FSP CLARK COUNTY,64,,1725,,1789,,23,,790,,813,,115731
0502101 AR EBT CLAY COUNTY,259,,1230,,1489,,81,,555,,636,,84948
0502101 AR FSP CLAY COUNTY,259,,1230,,1489,,81,,555,,636,,84948
0502301 AR EBT CLEBURNE COUNTY,78,,1714,,1792,,26,,693,,719,,117896
0502301 AR FSP CLEBURNE COUNTY,78,,1714,,1792,,26,,693,,719,,117896
0502501 AR EBT CLEVELAND COUNTY,59,,833,,892,,21,,343,,364,,60680
0502501 AR FSP CLEVELAND COUNTY,59,,833,,892,,21,,343,,364,,60680
0502701 AR EBT COLUMBIA COUNTY,449,,3849,,4298,,137,,1646,,1783,,299052
0502701 AR FSP COLUMBIA COUNTY,449,,3849,,4298,,137,,1646,,1783,,299052
0502901 AR EBT CONWAY COUNTY,97,,2128,,2225,,32,,933,,965,,145353
0502901 AR FSP CONWAY COUNTY,97,,2128,,2225,,32,,933,,965,,145353
0503101 AR EBT CRAIGHEAD COUNTY,481,,5980,,6461,,151,,2414,,2565,,446105
0503101 AR FSP CRAIGHEAD COUNTY,481,,5980,,6461,,151,,2414,,2565,,446105
0503301 AR EBT CRAWFORD COUNTY,192,,4136,,4328,,64,,1481,,1545,,273215
0503301 AR FSP CRAWFORD COUNTY,192,,4136,,4328,,64,,1481,,1545,,273215
0503501 AR EBT CRITTENDEN COUNTY,1664,,7445,,9109,,481,,2622,,3103,,620788
0503501 AR FSP CRITTENDEN COUNTY,1664,,7445,,9109,,481,,2622,,3103,,620788
0503701 AR EBT CROSS COUNTY,178,,2685,,2863,,59,,996,,1055,,178801
0503701 AR FSP CROSS COUNTY,178,,2685,,2863,,59,,996,,1055,,178801
0503901 AR EBT DALLAS COUNTY,63,,1094,,1157,,19,,480,,499,,69235
0503901 AR FSP DALLAS COUNTY,63,,1094,,1157,,19,,480,,499,,69235
0504101 AR EBT DESHA COUNTY,329,,2956,,3285,,101,,1152,,1253,,218191
0504101 AR FSP DESHA COUNTY,329,,2956,,3285,,101,,1152,,1253,,218191
0504301 AR EBT DREW COUNTY,97,,2244,,2341,,34,,902,,936,,161837
0504301 AR FSP DREW COUNTY,97,,2244,,2341,,34,,902,,936,,161837
0504501 AR EBT FAULKNER COUNTY,316,,3654,,3970,,103,,1403,,1506,,273791
0504501 AR FSP FAULKNER COUNTY,316,,3654,,3970,,103,,1403,,1506,,273791
0504701 AR EBT FRANKLIN COUNTY,58,,1570,,1628,,18,,618,,636,,104075
0504701 AR FSP FRANKLIN COUNTY,58,,1570,,1628,,18,,618,,636,,104075
0504901 AR EBT FULTON COUNTY,120,,1435,,1555,,39,,599,,638,,94812
0504901 AR FSP FULTON COUNTY,120,,1435,,1555,,39,,599,,638,,94812
0505101 AR EBT GARLAND COUNTY,615,,6383,,6998,,202,,2689,,2891,,482670
0505101 AR FSP GARLAND COUNTY,615,,6383,,6998,,202,,2689,,2891,,482670
0505301 AR EBT GRANT COUNTY,40,,867,,907,,13,,349,,362,,57478
0505301 AR FSP GRANT COUNTY,40,,867,,907,,13,,349,,362,,57478
0505501 AR EBT GREENE COUNTY,138,,2573,,2711,,48,,1103,,1151,,167919
0505501 AR FSP GREENE COUNTY,138,,2573,,2711,,48,,1103,,1151,,167919
0505701 AR EBT HEMPSTEAD COUNTY,140,,2903,,3043,,43,,1225,,1268,,208734
0505701 AR FSP HEMPSTEAD COUNTY,140,,2903,,3043,,43,,1225,,1268,,208734
0505901 AR EBT HOT SPRING COUNTY,132,,2671,,2803,,47,,1074,,1121,,193651
0505901 AR FSP HOT SPRING COUNTY,132,,2671,,2803,,47,,1074,,1121,,193651
0506101 AR EBT HOWARD COUNTY,24,,1369,,1393,,9,,546,,555,,93034
0506101 AR FSP HOWARD COUNTY,24,,1369,,1393,,9,,546,,555,,93034
0506301 AR EBT INDEPENDENCE COUNTY,116,,3093,,3209,,36,,1284,,1320,,198655
0506301 AR FSP INDEPENDENCE COUNTY,116,,3093,,3209,,36,,1284,,1320,,198655
0506501 AR EBT IZARD COUNTY,111,,1391,,1502,,34,,565,,599,,91012
0506501 AR FSP IZARD COUNTY,111,,1391,,1502,,34,,565,,599,,91012
0506701 AR EBT JACKSON COUNTY,265,,2230,,2495,,86,,919,,1005,,155177
0506701 AR FSP JACKSON COUNTY,265,,2230,,2495,,86,,919,,1005,,155177
0506901 AR EBT JEFFERSON COUNTY,1566,,13219,,14785,,468,,5397,,5865,,1074733
0506901 AR FSP JEFFERSON COUNTY,1566,,13219,,14785,,468,,5397,,5865,,1074733
0507101 AR EBT JOHNSON COUNTY,69,,1936,,2005,,23,,754,,777,,124518
0507101 AR FSP JOHNSON COUNTY,69,,1936,,2005,,23,,754,,777,,124518
0507301 AR EBT LAFAYETTE COUNTY,148,,1464,,1612,,49,,634,,683,,107710
0507301 AR FSP LAFAYETTE COUNTY,148,,1464,,1612,,49,,634,,683,,107710
0507501 AR EBT LAWRENCE COUNTY,71,,2150,,2221,,21,,926,,947,,127855
0507501 AR FSP LAWRENCE COUNTY,71,,2150,,2221,,21,,926,,947,,127855
0507701 AR EBT LEE COUNTY,556,,2801,,3357,,158,,1204,,1362,,214211
0507701 AR FSP LEE COUNTY,556,,2801,,3357,,158,,1204,,1362,,214211
0507901 AR EBT LINCOLN COUNTY,206,,1673,,1879,,65,,646,,711,,116298
0507901 AR FSP LINCOLN COUNTY,206,,1673,,1879,,65,,646,,711,,116298
0508101 AR EBT LITTLE RIVER COUNTY,28,,1299,,1327,,9,,541,,550,,83407
0508101 AR FSP LITTLE RIVER COUNTY,28,,1299,,1327,,9,,541,,550,,83407
0508301 AR EBT LOGAN COUNTY,82,,2087,,2169,,23,,831,,854,,140170
0508301 AR FSP LOGAN COUNTY,82,,2087,,2169,,23,,831,,854,,140170
0508501 AR EBT LONOKE COUNTY,119,,2906,,3025,,39,,1087,,1126,,195840
0508501 AR FSP LONOKE COUNTY,119,,2906,,3025,,39,,1087,,1126,,195840
0508701 AR EBT MADISON COUNTY,23,,1297,,1320,,7,,479,,486,,82284
0508701 AR FSP MADISON COUNTY,23,,1297,,1320,,7,,479,,486,,82284
0508901 AR EBT MARION COUNTY,35,,1447,,1482,,15,,551,,566,,96277
0508901 AR FSP MARION COUNTY,35,,1447,,1482,,15,,551,,566,,96277
0509101 AR EBT MILLER COUNTY,647,,4904,,5551,,234,,2014,,2248,,416985
0509101 AR FSP MILLER COUNTY,647,,4904,,5551,,234,,2014,,2248,,416985
0509301 AR EBT MISSISSIPPI COUNTY,811,,7328,,8139,,244,,2777,,3021,,525578
0509301 AR FSP MISSISSIPPI COUNTY,811,,7328,,8139,,244,,2777,,3021,,525578
0509501 AR EBT MONROE COUNTY,147,,1837,,1984,,44,,730,,774,,120916
0509501 AR FSP MONROE COUNTY,147,,1837,,1984,,44,,730,,774,,120916
0509701 AR EBT MONTGOMERY COUNTY,23,,862,,885,,7,,337,,344,,56170
0509701 AR FSP MONTGOMERY COUNTY,23,,862,,885,,7,,337,,344,,56170
0509901 AR EBT NEVADA COUNTY,2,,1053,,1055,,1,,469,,470,,64919
0509901 AR FSP NEVADA COUNTY,2,,1053,,1055,,1,,469,,470,,64919
0510101 AR EBT NEWTON COUNTY,13,,1113,,1126,,5,,461,,466,,70616
0510101 AR FSP NEWTON COUNTY,13,,1113,,1126,,5,,461,,466,,70616
0510301 AR EBT OUACHITA COUNTY,578,,3807,,4385,,181,,1722,,1903,,303561
0510301 AR FSP OUACHITA COUNTY,578,,3807,,4385,,181,,1722,,1903,,303561
0510501 AR EBT PERRY COUNTY,25,,612,,637,,9,,277,,286,,40567
0510501 AR FSP PERRY COUNTY,25,,612,,637,,9,,277,,286,,40567
0510701 AR EBT PHILLIPS COUNTY,2174,,6521,,8695,,620,,2511,,3131,,572914
0510701 AR FSP PHILLIPS COUNTY,2174,,6521,,8695,,620,,2511,,3131,,572914
0510901 AR EBT PIKE COUNTY,27,,762,,789,,10,,326,,336,,49275
0510901 AR FSP PIKE COUNTY,27,,762,,789,,10,,326,,336,,49275
0511101 AR EBT POINSETT COUNTY,147,,3562,,3709,,47,,1538,,1585,,236713
0511101 AR FSP POINSETT COUNTY,147,,3562,,3709,,47,,1538,,1585,,236713
0511301 AR EBT POLK COUNTY,123,,1998,,2121,,41,,742,,783,,143973
0511301 AR FSP POLK COUNTY,123,,1998,,2121,,41,,742,,783,,143973
0511501 AR EBT POPE COUNTY,201,,3977,,4178,,66,,1546,,1612,,269335
0511501 AR FSP POPE COUNTY,201,,3977,,4178,,66,,1546,,1612,,269335
0511701 AR EBT PRAIRIE COUNTY,25,,850,,875,,9,,347,,356,,52139
0511701 AR FSP PRAIRIE COUNTY,25,,850,,875,,9,,347,,356,,52139
0511901 AR EBT PULASKI COUNTY,4628,,24055,,28683,,1420,,9328,,10748,,2045129
0511901 AR FSP PULASKI COUNTY,4628,,24055,,28683,,1420,,9328,,10748,,2045129
0512101 AR EBT RANDOLPH COUNTY,120,,2133,,2253,,37,,884,,921,,139147
0512101 AR FSP RANDOLPH COUNTY,120,,2133,,2253,,37,,884,,921,,139147
0512301 AR EBT SAINT FRANCIS COUNTY,1385,,5320,,6705,,404,,2202,,2606,,449253
0512301 AR FSP SAINT FRANCIS COUNTY,1385,,5320,,6705,,404,,2202,,2606,,449253
0512501 AR EBT SALINE COUNTY,81,,2874,,2955,,26,,1118,,1144,,195356
0512501 AR FSP SALINE COUNTY,81,,2874,,2955,,26,,1118,,1144,,195356
0512701 AR EBT SCOTT COUNTY,33,,1206,,1239,,11,,478,,489,,74703
0512701 AR FSP SCOTT COUNTY,33,,1206,,1239,,11,,478,,489,,74703
0512901 AR EBT SEARCY COUNTY,33,,910,,943,,10,,400,,410,,54394
0512901 AR FSP SEARCY COUNTY,33,,910,,943,,10,,400,,410,,54394
0513101 AR EBT SEBASTIAN COUNTY,321,,7921,,8242,,106,,3049,,3155,,579322
0513101 AR FSP SEBASTIAN COUNTY,321,,7921,,8242,,106,,3049,,3155,,579322
0513301 AR EBT SEVIER COUNTY,,,1210,,1210,,,,481,,481,,73228
0513301 AR FSP SEVIER COUNTY,,,1210,,1210,,,,481,,481,,73228
0513501 AR EBT SHARP COUNTY,148,,1564,,1712,,43,,665,,708,,105673
0513501 AR FSP SHARP COUNTY,148,,1564,,1712,,43,,665,,708,,105673
0513701 AR EBT STONE COUNTY,38,,1054,,1092,,12,,456,,468,,59886
0513701 AR FSP STONE COUNTY,38,,1054,,1092,,12,,456,,468,,59886
0513901 AR EBT UNION COUNTY,514,,4323,,4837,,158,,1762,,1920,,321315
0513901 AR FSP UNION COUNTY,514,,4323,,4837,,158,,1762,,1920,,321315
0514101 AR EBT VAN BUREN COUNTY,47,,1626,,1673,,16,,643,,659,,108466
0514101 AR FSP VAN BUREN COUNTY,47,,1626,,1673,,16,,643,,659,,108466
0514301 AR EBT WASHINGTON COUNTY,389,,7611,,8000,,143,,2995,,3138,,573037
0514301 AR FSP WASHINGTON COUNTY,389,,7611,,8000,,143,,2995,,3138,,573037
0514501 AR EBT WHITE COUNTY,210,,4689,,4899,,68,,1880,,1948,,338491
0514501 AR FSP WHITE COUNTY,210,,4689,,4899,,68,,1880,,1948,,338491
0514701 AR EBT WOODRUFF COUNTY,161,,1834,,1995,,51,,800,,851,,128274
0514701 AR FSP WOODRUFF COUNTY,161,,1834,,1995,,51,,800,,851,,128274
0514901 AR EBT YELL COUNTY,36,,1369,,1405,,11,,570,,581,,77096
0514901 AR FSP YELL COUNTY,36,,1369,,1405,,11,,570,,581,,77096
0600105 CA FSP ALAMEDA COUNTY DSS,59602,,14472,,74074,,21860,,6741,,28601,,5326131
0600302 CA FSP ALPINE COUNTY DSS,39,,40,,79,,14,,19,,33,,5692
0600501 CA FSP AMADOR COUNTY DSS,688,,596,,1284,,242,,262,,504,,88756
0600702 CA FSP BUTTE COUNTY DSS,13672,,6417,,20089,,4481,,2974,,7455,,1418446
0600901 CA FSP CALAVERAS CO DSW,1406,,1124,,2530,,466,,542,,1008,,186307
0601101 CA FSP COLUSA COUNTY DSW,555,,840,,1395,,195,,328,,523,,83197
0601302 CA FSP CONTRA COSTA COUNTY DSS,25791,,9227,,35018,,9021,,4431,,13452,,2458449
0601501 CA FSP DEL NORTE CO DSW,2271,,1251,,3522,,725,,621,,1346,,244613
0601704 CA FSP EL DORADO COUNTY DSS,2928,,2141,,5069,,1023,,1059,,2082,,365774
0601904 CA FSP FRESNO COUNTY DSW,67698,,23997,,91695,,20565,,8897,,29462,,6553422
0602102 CA FSP GLENN CO WELFARE DEPT,1340,,1009,,2349,,407,,389,,796,,152432
0602303 CA FSP HUMBOLDT CO DSW,7033,,4329,,11362,,2392,,2342,,4734,,877226
0602501 CA FSP IMPERIAL CO DSW,10194,,6701,,16895,,3671,,2706,,6377,,1288040
0602701 CA FSP INYO COUNTY WELF DEPT,713,,619,,1332,,251,,323,,574,,90731
0602902 CA FSP KERN,41970,,23902,,65872,,13423,,9678,,23101,,5006503
0603101 CA FSP KINGS COUNTY DPW,6545,,5926,,12471,,2102,,2346,,4448,,853425
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,4552,,2875,,7427,,1557,,1390,,2947,,546957
0603501 CA FSP LASSEN CO DSW,1659,,912,,2571,,539,,430,,969,,190086
0603720 CA FSP LOS ANGELES COUNTY DPSS,523886,,192066,,715952,,194749,,108978,,303727,,54501650
0603902 CA FSP MADERA CO DSW,7930,,5980,,13910,,2702,,2493,,5195,,965226
0604102 CA FSP MARIN COUNTY DSW,2116,,1675,,3791,,905,,1113,,2018,,3280170
0604301 CA FSP MARIPOSA CO DSW,577,,684,,1261,,182,,267,,449,,84021
0604501 CA FSP MENDOCINO CO WELF DEPT,4561,,3322,,7883,,1595,,1683,,3278,,576045
0604701 CA FSP MERCED CO DPW,18946,,12995,,31941,,5364,,4322,,9686,,1990477
0604901 CA FSP MODOC COUNTY DSS,726,,454,,1180,,236,,194,,430,,73862
0605101 CA FSP MONO CO WELFARE DEPT,143,,208,,351,,43,,101,,144,,24987
0605302 CA FSP MONTEREY CO DSW,11641,,7289,,18930,,4113,,2836,,6949,,1316866
0605502 CA FSP NAPA CO WELFARE DEPT,1558,,1353,,2911,,567,,680,,1247,,219170
0605701 CA FSP NEVADA CO DPSS,1356,,1300,,2656,,507,,613,,1120,,187880
0605903 CA FSP ORANGE CO DSW,47355,,26542,,73897,,16761,,11079,,27840,,4816262
0606101 CA FSP PLACER CO WELFARE DEPT,3921,,1679,,5600,,1375,,938,,2313,,385099
0606301 CA FSP PLUMAS COUNTY DSS,552,,495,,1047,,206,,228,,434,,69775
0606503 CA FSP RIVERSIDE COUNTY DSS,58918,,22343,,81261,,19887,,8776,,28663,,5944785
0606703 CA FSP SACRAMENTO CO DSW,97941,,26158,,124099,,29616,,12357,,41973,,8914411
0606902 CA FSP SAN BENITO COUNTY DSS,1277,,1143,,2420,,428,,413,,841,,158246
0607105 CA EBT SAN BRNDINO CO DPSS AU,116943,,46859,,163802,,37331,,18387,,55718,,12074583
0607105 CA FSP SAN BRNDINO CO DPSS AU,116838,,48424,,165262,,37266,,18759,,56025,,12235878
0607301 CA EBT SAN DIEGO CO DSS,95164,,16854,,112018,,32386,,8822,,41208,,7604604
0607502 CA FSP SAN FRANCISCO COUNTY DSS,18273,,14363,,32636,,6462,,12267,,18729,,2452197
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,39940,,16178,,56118,,12784,,6377,,19161,,3983617
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,5253,,3184,,8437,,1907,,1448,,3355,,580643
0608103 CA FSP SAN MATEO COUNTY DSS,4789,,2326,,7115,,1830,,1125,,2955,,467661
0608304 CA FSP SANTA BARBARA CO DSW,10137,,6244,,16381,,3480,,2682,,6162,,1070504
0608502 CA FSP SANTA CLARA COUNTY DSS,31081,,14248,,45329,,11310,,6724,,18034,,3206476
