NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:09 PM,,,,,
Jan 1998,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0500701 AR FSP BENTON COUNTY,205,,5163,,5368,,69,,1955,,2024,,357619
0500901 AR FSP BOONE COUNTY,146,,2759,,2905,,49,,1099,,1148,,190182
0501101 AR FSP BRADLEY COUNTY,175,,1386,,1561,,59,,652,,711,,106090
0501301 AR FSP CALHOUN COUNTY,56,,473,,529,,20,,203,,223,,32939
0501501 AR FSP CARROLL COUNTY,114,,1527,,1641,,36,,609,,645,,109189
0501701 AR FSP CHICOT COUNTY,733,,2951,,3684,,225,,1274,,1499,,239398
0501901 AR FSP CLARK COUNTY,65,,1746,,1811,,23,,793,,816,,119301
0502101 AR FSP CLAY COUNTY,262,,1221,,1483,,84,,560,,644,,83369
0502301 AR FSP CLEBURNE COUNTY,97,,1649,,1746,,34,,678,,712,,117716
0502501 AR FSP CLEVELAND COUNTY,75,,796,,871,,27,,341,,368,,59826
0502701 AR FSP COLUMBIA COUNTY,514,,3662,,4176,,158,,1617,,1775,,281655
0502901 AR FSP CONWAY COUNTY,144,,2055,,2199,,46,,930,,976,,137116
0503101 AR FSP CRAIGHEAD COUNTY,1066,,5455,,6521,,339,,2276,,2615,,443753
0503301 AR FSP CRAWFORD COUNTY,307,,4220,,4527,,101,,1510,,1611,,291607
0503501 AR FSP CRITTENDEN COUNTY,1708,,7674,,9382,,487,,2726,,3213,,651036
0503701 AR FSP CROSS COUNTY,445,,2544,,2989,,244,,854,,1098,,185885
0503901 AR FSP DALLAS COUNTY,73,,1082,,1155,,24,,481,,505,,69681
0504101 AR FSP DESHA COUNTY,404,,2792,,3196,,123,,1111,,1234,,213772
0504301 AR FSP DREW COUNTY,219,,2094,,2313,,71,,849,,920,,155859
0504501 AR FSP FAULKNER COUNTY,350,,3530,,3880,,117,,1360,,1477,,277026
0504701 AR FSP FRANKLIN COUNTY,75,,1548,,1623,,25,,608,,633,,102505
0504901 AR FSP FULTON COUNTY,150,,1530,,1680,,47,,655,,702,,98096
0505101 AR FSP GARLAND COUNTY,880,,6112,,6992,,294,,2618,,2912,,498841
0505301 AR FSP GRANT COUNTY,68,,824,,892,,26,,347,,373,,54092
0505501 AR FSP GREENE COUNTY,179,,2823,,3002,,60,,1167,,1227,,179312
0505701 AR FSP HEMPSTEAD COUNTY,254,,2865,,3119,,77,,1258,,1335,,211363
0505901 AR FSP HOT SPRING COUNTY,195,,2678,,2873,,71,,1079,,1150,,197809
0506101 AR FSP HOWARD COUNTY,39,,1391,,1430,,15,,542,,557,,89840
0506301 AR FSP INDEPENDENCE COUNTY,121,,3276,,3397,,36,,1350,,1386,,205375
0506501 AR FSP IZARD COUNTY,125,,1494,,1619,,39,,595,,634,,97612
0506701 AR FSP JACKSON COUNTY,347,,2286,,2633,,116,,922,,1038,,166286
0506901 AR EBT JEFFERSON COUNTY,2101,,12615,,14716,,630,,5190,,5820,,1052168
0506901 AR FSP JEFFERSON COUNTY,0,,0,,0,,0,,0,,0,,0
0507101 AR FSP JOHNSON COUNTY,107,,1894,,2001,,34,,737,,771,,117419
0507301 AR FSP LAFAYETTE COUNTY,179,,1342,,1521,,61,,591,,652,,100104
0507501 AR FSP LAWRENCE COUNTY,129,,2320,,2449,,44,,993,,1037,,138511
0507701 AR FSP LEE COUNTY,696,,2840,,3536,,198,,1257,,1455,,226248
0507901 AR FSP LINCOLN COUNTY,285,,1673,,1958,,89,,675,,764,,123588
0508101 AR FSP LITTLE RIVER COUNTY,72,,1294,,1366,,24,,537,,561,,85752
0508301 AR FSP LOGAN COUNTY,155,,1947,,2102,,59,,800,,859,,134763
0508501 AR FSP LONOKE COUNTY,125,,2868,,2993,,47,,1078,,1125,,192871
0508701 AR FSP MADISON COUNTY,40,,1319,,1359,,13,,489,,502,,84658
0508901 AR FSP MARION COUNTY,85,,1502,,1587,,32,,575,,607,,99099
0509101 AR FSP MILLER COUNTY,902,,4870,,5772,,312,,2046,,2358,,435814
0509301 AR FSP MISSISSIPPI COUNTY,1097,,6708,,7805,,342,,2574,,2916,,491528
0509501 AR FSP MONROE COUNTY,274,,1901,,2175,,82,,765,,847,,134602
0509701 AR FSP MONTGOMERY COUNTY,54,,849,,903,,14,,340,,354,,57555
0509901 AR FSP NEVADA COUNTY,24,,966,,990,,9,,450,,459,,56813
0510101 AR FSP NEWTON COUNTY,78,,1124,,1202,,34,,464,,498,,73595
0510301 AR FSP OUACHITA COUNTY,696,,3550,,4246,,222,,1667,,1889,,291550
0510501 AR FSP PERRY COUNTY,43,,666,,709,,17,,301,,318,,44663
0510701 AR FSP PHILLIPS COUNTY,2219,,6954,,9173,,634,,2716,,3350,,618233
0510901 AR FSP PIKE COUNTY,85,,745,,830,,29,,324,,353,,52847
0511101 AR FSP POINSETT COUNTY,297,,3330,,3627,,94,,1498,,1592,,234507
0511301 AR FSP POLK COUNTY,158,,1962,,2120,,54,,721,,775,,143500
0511501 AR FSP POPE COUNTY,230,,4085,,4315,,78,,1582,,1660,,280914
0511701 AR FSP PRAIRIE COUNTY,53,,812,,865,,16,,345,,361,,54201
0511901 AR FSP PULASKI COUNTY,4870,,23583,,28453,,1520,,9266,,10786,,2054422
0512101 AR FSP RANDOLPH COUNTY,170,,2103,,2273,,54,,876,,930,,143866
0512301 AR EBT SAINT FRANCIS COUNTY,1713,,5321,,7034,,502,,2238,,2740,,472522
0512301 AR FSP SAINT FRANCIS COUNTY,0,,0,,0,,0,,0,,0,,0
0512501 AR FSP SALINE COUNTY,123,,2809,,2932,,43,,1108,,1151,,200059
0512701 AR FSP SCOTT COUNTY,42,,1345,,1387,,17,,527,,544,,80496
0512901 AR EBT SEARCY COUNTY,67,,920,,987,,22,,413,,435,,56524
0512901 AR FSP SEARCY COUNTY,0,,0,,0,,0,,0,,0,,0
0513101 AR FSP SEBASTIAN COUNTY,522,,7864,,8386,,174,,3022,,3196,,582220
0513301 AR FSP SEVIER COUNTY,46,,1175,,1221,,19,,475,,494,,76364
0513501 AR FSP SHARP COUNTY,173,,1611,,1784,,57,,669,,726,,110312
0513701 AR FSP STONE COUNTY,123,,1185,,1308,,36,,520,,556,,78815
0513901 AR FSP UNION COUNTY,643,,4079,,4722,,200,,1696,,1896,,306057
0514101 AR FSP VAN BUREN COUNTY,98,,1655,,1753,,30,,656,,686,,114795
0514301 AR FSP WASHINGTON COUNTY,584,,7161,,7745,,208,,2836,,3044,,562803
0514501 AR FSP WHITE COUNTY,363,,4915,,5278,,124,,1936,,2060,,357666
0514701 AR FSP WOODRUFF COUNTY,221,,1860,,2081,,67,,830,,897,,134548
0514901 AR FSP YELL COUNTY,75,,1425,,1500,,25,,583,,608,,85468
0600105 CA FSP ALAMEDA COUNTY DSS,66468,,13700,,80168,,24169,,6883,,31052,,5613777
0600302 CA FSP ALPINE COUNTY DSS,45,,61,,106,,13,,25,,38,,6339
0600501 CA FSP AMADOR COUNTY DSS,794,,569,,1363,,276,,262,,538,,96760
0600702 CA FSP BUTTE COUNTY DSS,14809,,6537,,21346,,4766,,180,,4946,,3139
0600901 CA FSP CALAVERAS CO DSW,1575,,1211,,2786,,536,,602,,1138,,210079
0601101 CA FSP COLUSA COUNTY DSW,688,,982,,1670,,247,,363,,610,,110899
0601302 CA FSP CONTRA COSTA COUNTY DSS,28154,,9856,,38010,,9850,,4999,,14849,,2689264
0601501 CA FSP DEL NORTE CO DSW,2469,,1329,,3798,,787,,656,,1443,,259363
0601704 CA FSP EL DORADO COUNTY DSS,3464,,2277,,5741,,1210,,1139,,2349,,426915
0601904 CA FSP FRESNO COUNTY DSW,71701,,23778,,95479,,24536,,10938,,35474,,7834638
0602102 CA FSP GLENN CO WELFARE DEPT,1497,,1019,,2516,,447,,23,,470,,170296
0602303 CA FSP HUMBOLDT CO DSW,7864,,4341,,12205,,2673,,2389,,5062,,943091
0602501 CA FSP IMPERIAL CO DSW,12786,,7464,,20250,,4893,,2967,,7860,,1366525
0602701 CA FSP INYO COUNTY WELF DEPT,819,,551,,1370,,293,,294,,587,,103591
0602902 CA FSP KERN,44402,,26992,,71394,,14247,,10876,,25123,,5594435
0603101 CA FSP KINGS COUNTY DPW,7108,,5621,,12729,,2306,,2287,,4593,,907078
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,5303,,2225,,7528,,172,,1135,,1307,,540777
0603501 CA FSP LASSEN CO DSW,1748,,1011,,2759,,566,,499,,1065,,204428
0603720 CA FSP LOS ANGELES COUNTY DPSS,548644,,195046,,743690,,204716,,113363,,318079,,57454894
0603902 CA FSP MADERA CO DSW,8031,,6320,,14351,,2776,,2655,,5431,,1035563
0604102 CA FSP MARIN COUNTY DSW,2417,,1781,,4198,,1033,,1222,,2255,,313434
0604301 CA FSP MARIPOSA CO DSW,684,,646,,1330,,218,,267,,485,,91557
0604501 CA FSP MENDOCINO CO WELF DEPT,5968,,3482,,9450,,1711,,1820,,3531,,626723
0604701 CA FSP MERCED CO DPW,19519,,12059,,31578,,5481,,3915,,9396,,2119478
0604901 CA FSP MODOC COUNTY DSS,1050,,279,,1329,,316,,166,,482,,83926
0605101 CA FSP MONO CO WELFARE DEPT,166,,178,,344,,53,,105,,158,,27231
0605302 CA FSP MONTEREY CO DSW,13708,,7592,,21300,,4786,,2993,,7779,,1567399
0605502 CA FSP NAPA CO WELFARE DEPT,1881,,1397,,3278,,679,,694,,1373,,255772
0605701 CA FSP NEVADA CO DPSS,1674,,1433,,3107,,606,,694,,1300,,216264
0605903 CA FSP ORANGE CO DSW,54521,,27568,,82089,,18983,,11879,,30862,,5548323
0606101 CA FSP PLACER CO WELFARE DEPT,4649,,1744,,6393,,1610,,1010,,2620,,447068
0606301 CA FSP PLUMAS COUNTY DSS,714,,512,,1226,,225,,243,,468,,86839
0606503 CA FSP RIVERSIDE COUNTY DSS,66893,,25089,,91982,,22364,,9748,,32112,,6819384
0606703 CA FSP SACRAMENTO CO DSW,113038,,27158,,140196,,33287,,13304,,46591,,10066029
0606902 CA FSP SAN BENITO COUNTY DSS,1584,,876,,2460,,522,,333,,855,,162542
0607105 CA FSP SAN BRNDINO CO DPSS AU,121392,,46019,,167411,,38508,,18207,,56715,,12185471
0607301 CA PCO SAN DIEGO CO DSS,107432,,30637,,138069,,36973,,13456,,50429,,9890513
0607502 CA FSP SAN FRANCISCO COUNTY DSS,21109,,16458,,37567,,7774,,13567,,21341,,2916892
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,43245,,16938,,60183,,13782,,7091,,20873,,4340387
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,5921,,3028,,8949,,2142,,1426,,3568,,627832
0608103 CA FSP SAN MATEO COUNTY DSS,6730,,3101,,9831,,2585,,1565,,4150,,690381
0608304 CA FSP SANTA BARBARA CO DSW,11749,,7043,,18792,,3969,,3008,,6977,,1272493
0608502 CA FSP SANTA CLARA COUNTY DSS,36956,,13614,,50570,,13284,,6866,,20150,,3639145
0608702 CA FSP SANTA CRUZ CO DSW,6581,,4102,,10683,,2436,,2144,,4580,,771971
0608901 CA FSP SHASTA CO DSW,12682,,7491,,20173,,4232,,3724,,7956,,1409743
0609101 CA FSP SIERRA CO HUMAN SVCS,102,,96,,198,,34,,47,,81,,13981
0609301 CA FSP SISKIYOU CO DSW,2946,,1626,,4572,,1041,,729,,1770,,314141
0609502 CA FSP SOLANO CO DSW,20394,,4277,,24671,,6821,,2298,,9119,,1601248
0609701 CA FSP SONOMA CO DSW,9570,,4385,,13955,,3645,,2206,,5851,,979492
0609902 CA FSP STANISLAUS CO. DSS,28641,,12287,,40928,,9598,,4813,,14411,,2916631
0610101 CA FSP SUTTER CO WELF DEPT,3478,,2940,,6418,,1159,,1075,,2234,,435955
0610301 CA FSP TEHAMA CO DSW,3390,,2914,,6304,,1142,,1285,,2427,,462693
0610501 CA FSP TRINITY CO DSW,683,,677,,1360,,230,,299,,529,,106855
0610704 CA FSP TULARE COUNTY DSS,35433,,16367,,51800,,10769,,6357,,17126,,3341496
0610901 CA FSP TUOLUMNE CO WELF DEPT,2471,,1551,,4022,,795,,740,,1535,,269956
0611101 CA FSP VENTURA CO.,17475,,11569,,29044,,6044,,4736,,10780,,1945369
0611301 CA FSP YOLO CO DSW,7916,,2833,,10749,,2456,,1298,,3754,,742921
0611501 CA FSP YUBA CO WELFARE DEPT,5305,,4537,,9842,,1614,,1918,,3532,,721715
0800301 CO EBT ALAMOSA CO DSS,954,,1138,,2092,,432,,467,,899,,140958
0800701 CO EBT ARCHULETA CO DSS,143,,244,,387,,60,,111,,171,,22517
0800901 CO EBT BACA CO DSS,84,,150,,234,,49,,67,,116,,13132
0801101 CO EBT BENT CO DSS,171,,538,,709,,83,,208,,291,,44560
0801301 CO EBT BOULDER CO DSS,2967,,3741,,6708,,1389,,1866,,3255,,455051
0801501 CO EBT CHAFFEE CO DSS,250,,528,,778,,127,,232,,359,,52259
0801701 CO EBT CHEYENNE CO DSS,31,,30,,61,,20,,14,,34,,1943
0802101 CO EBT CONEJOS CO DSS,485,,1205,,1690,,258,,429,,687,,103820
0802301 CO EBT COSTILLA CO DSS,407,,685,,1092,,221,,287,,508,,62423
0802501 CO EBT CROWLEY CO DSS,198,,439,,637,,96,,167,,263,,37198
0802701 CO EBT CUSTER CO DSS,71,,161,,232,,22,,72,,94,,16353
0803102 CO EBT DENVER,18339,,27118,,45457,,8544,,12208,,20752,,3350661
0803301 CO EBT DOLORES CO DSS,36,,86,,122,,20,,34,,54,,7359
0803901 CO EBT ELBERT CO DSS,105,,191,,296,,42,,69,,111,,19994
0804101 CO EBT EL PASO CO DSS,9459,,13314,,22773,,3786,,5522,,9308,,1547850
0804301 CO EBT FREMONT CO DSS,880,,2108,,2988,,390,,844,,1234,,197988
0805501 CO EBT HUERFANO CO DSS,309,,636,,945,,164,,243,,407,,52801
0805901 CO EBT JEFFERSON CO DSS,3829,,5809,,9638,,1651,,2569,,4220,,711313
0806101 CO EBT KIOWA CO DSS,14,,64,,78,,7,,18,,25,,3975
0806301 CO EBT KIT CARSON CO DSS,65,,233,,298,,36,,90,,126,,15138
0806501 CO EBT LAKE CO DSS,37,,107,,144,,15,,38,,53,,9423
0806701 CO EBT LA PLATA CO DSS,195,,1354,,1549,,114,,560,,674,,106563
0806901 CO EBT LARIMER CO DSS,2232,,4864,,7096,,991,,2022,,3013,,519142
0807101 CO EBT LAS ANIMAS CO DSS,670,,1474,,2144,,326,,617,,943,,128681
0807301 CO EBT LINCOLN CO DSS,103,,106,,209,,50,,43,,93,,11312
0807501 CO EBT LOGAN CO DSS,346,,838,,1184,,151,,356,,507,,74270
0808101 CO EBT MOFFAT CO DSS,662,,170,,832,,267,,82,,349,,55870
0808301 CO EBT MONTEZUMA CO DSS,543,,1773,,2316,,205,,634,,839,,165784
0808701 CO EBT MORGAN CO DSS,378,,1162,,1540,,173,,413,,586,,98871
0808901 CO EBT OTERO CO DSS,1157,,2026,,3183,,534,,770,,1304,,181191
0809301 CO EBT PARK CO DSS,66,,183,,249,,34,,71,,105,,18813
0809501 CO EBT PHILLIPS CO DSS,43,,94,,137,,25,,35,,60,,6633
0809901 CO EBT PROWERS CO DSS,323,,1364,,1687,,164,,508,,672,,99738
0810101 CO EBT PUEBLO CO DSS,8532,,8972,,17504,,3647,,3776,,7423,,1203372
0810501 CO EBT RIO GRANDE CO DSS,737,,1426,,2163,,319,,532,,851,,147580
0810701 CO EBT ROUTT CO DSS,63,,197,,260,,31,,94,,125,,14538
0810901 CO EBT SAGUACHE CO DSS,281,,812,,1093,,120,,312,,432,,55370
0811101 CO EBT SAN JUAN CO DSS,11,,48,,59,,6,,19,,25,,5077
0811501 CO EBT SEDGWICK CO DSS,36,,127,,163,,20,,51,,71,,8099
0811701 CO EBT SUMMIT CO DSS,33,,83,,116,,15,,38,,53,,6176
0811901 CO EBT TELLER CO DSS,196,,479,,675,,90,,183,,273,,49200
0812101 CO EBT WASHINGTON CO DSS,53,,97,,150,,20,,34,,54,,7125
0812301 CO EBT WELD CO DSS,1344,,5718,,7062,,615,,2054,,2669,,474960
0812501 CO EBT YUMA CO DSS,79,,227,,306,,43,,83,,126,,17533
0812701 CO EBT ADAMS CO DSS,4776,,11032,,15808,,2021,,4085,,6106,,1132701
0812901 CO EBT ARAPAHO CO. DSS,954,,1138,,2092,,432,,457,,889,,140958
0900002 CT EBT DEPT. OF SOCIAL SERVICES,157810,,42401,,200211,,68260,,25164,,93424,,13897798
1000112 DE FSP KENT,4626,,3912,,8538,,1713,,1449,,3162,,527168
1000235 DE FSP NEW CASTLE,17447,,10326,,27773,,6462,,3824,,10286,,1714683
1000316 DE FSP SUSSEX CO.,6155,,5101,,11256,,2280,,1889,,4169,,694922
1100161 DC FSP D.C. Treasury,41877,,44842,,86719,,15379,,23164,,38543,,7168818
1200101 FL FSP ALACHUA CO DFS,6058,,11658,,17716,,2055,,5079,,7134,,1275345
1200301 FL FSP BAKER CO SERVICE CENTE,385,,1525,,1910,,134,,589,,723,,133960
1200501 FL FSP BAY CO DFS,1851,,11752,,13603,,683,,5061,,5744,,928444
1200701 FL FSP BRADFORD CO DFS,801,,2237,,3038,,264,,883,,1147,,208530
1200901 FL FSP BREVARD CO DFS,4751,,19828,,24579,,1723,,8764,,10487,,1693029
1201101 FL FSP BROWARD CO SES,15810,,51161,,66971,,5635,,23365,,29000,,5007683
1201301 FL FSP CALHOUN CO DFS,382,,1320,,1702,,136,,597,,733,,104337
1201501 FL FSP CHARLOTTE CO DFS,625,,3451,,4076,,248,,1628,,1876,,275911
1201701 FL FSP CITRUS CO DFS,1197,,6117,,7314,,446,,2657,,3103,,482372
1201901 FL FSP CLAY CO DFS,350,,1235,,1585,,132,,642,,774,,237921
1202101 FL FSP COLLIER CO DFS,1201,,6610,,7811,,411,,2859,,3270,,550607
1202301 FL FSP COLUMBIA CO DFS,1924,,4872,,6796,,641,,2013,,2654,,467099
1202501 FL FSP DADE CO DFS,71379,,171980,,243359,,25983,,94721,,120704,,18306813
1202701 FL FSP DESOTO CO DFS,487,,2503,,2990,,174,,1040,,1214,,199845
1202901 FL FSP DIXIE,294,,1484,,1778,,100,,623,,723,,116183
1203101 FL FSP DUVAL CO DFS,10908,,31411,,42319,,3706,,13091,,16797,,2969927
1203301 FL EBT ESCAMBIA CO DFS,5982,,19234,,25216,,2030,,7740,,9770,,1798828
1203301 FL FSP ESCAMBIA CO DFS,0,,0,,0,,0,,0,,0,,0
1203501 FL FSP FLAGLER CO DFS,483,,1625,,2108,,166,,648,,814,,147711
1203701 FL FSP FRANKLIN CO DFS,78,,589,,667,,29,,254,,283,,41068
1203901 FL FSP GADSEN CO DFS,1802,,5573,,7375,,628,,2207,,2835,,476501
1204101 FL FSP GILCHRIST,214,,867,,1081,,72,,329,,401,,65774
1204501 FL FSP GULF CO DFS,198,,1350,,1548,,72,,610,,682,,102920
1204701 FL FSP HAMILTON CO DFS,496,,1159,,1655,,160,,483,,643,,112627
1204901 FL FSP HARDEE CO DFS,415,,3407,,3822,,140,,1323,,1463,,277002
1205101 FL FSP HENDRY CO DFS,852,,3283,,4135,,283,,1271,,1554,,287106
1205301 FL FSP HERNNANDO COUNTY ES,1525,,6061,,7586,,543,,2511,,3054,,518197
1205501 FL FSP HIGHLANDS CO DFS,1029,,4716,,5745,,370,,1953,,2323,,384671
1205701 FL FSP HILLSBOROUGH CO ES,21230,,48573,,69803,,7113,,21398,,28511,,5221613
1205901 FL FSP HOLMES CO SES,374,,2575,,2949,,144,,1099,,1243,,173582
1206101 FL FSP INDIAN RIVER CO DFS,785,,3633,,4418,,290,,1663,,1953,,304325
1206301 FL FSP JACKSON CO DFS,873,,3498,,4371,,315,,1527,,1842,,272146
1206501 FL FSP JEFFERSON CO DFS,501,,1270,,1771,,168,,527,,695,,113629
1206701 FL FSP LAFAYETTE,113,,509,,622,,41,,197,,238,,39718
1206901 FL FSP LAKE CO FS UNIT,2539,,9445,,11984,,890,,3934,,4824,,795516
1207101 FL FSP LEE CO DFS,3869,,12725,,16594,,1305,,5403,,6708,,1142770
1207301 FL FSP LEON CO DFS,4702,,10000,,14702,,1629,,4385,,6014,,1069426
1207501 FL FSP LEVY CO DFS,758,,2739,,3497,,257,,1130,,1387,,223392
1207701 FL FSP LIBERTY CO DFS,100,,560,,660,,40,,253,,293,,41665
1207901 FL FSP MADISON CO DFS,486,,1486,,1972,,174,,724,,898,,118934
1208101 FL FSP MANATEE CO DFS,2428,,9216,,11644,,825,,3947,,4772,,826736
1208301 FL FSP MARION CO FS OFFICE,4864,,16104,,20968,,1626,,6792,,8418,,1379272
1208501 FL FSP MARTIN CO SES,1229,,3916,,5145,,423,,1769,,2192,,389423
1208701 FL FSP MONROE CO DFS,667,,2318,,2985,,272,,1354,,1626,,215351
1208901 FL FSP NASSAU CO FS OFFICE,267,,1416,,1683,,110,,674,,784,,106038
1209101 FL FSP OKALOOSA CO FS UNIT 79,1208,,6042,,7250,,458,,2387,,2845,,491609
1209301 FL FSP OKEECHOBEE CO SES,418,,1670,,2088,,142,,719,,861,,136375
1209501 FL FSP ORANGE CO DFS,12185,,39526,,51711,,4089,,16331,,20420,,3593237
1209701 FL FSP OSCEOLA CO FOOD STAMPS,2757,,8568,,11325,,976,,3606,,4582,,824152
1209901 FL FSP PALM BEACH CO DFS,11668,,32732,,44400,,3875,,14151,,18026,,3288066
1210101 FL FSP PASCO CO DFS,4357,,14759,,19116,,1519,,6365,,7884,,1331224
1210301 FL FSP PINELLAS CO DFS,11338,,30820,,42158,,4067,,15122,,19189,,3000401
1210501 FL FSP POLK CO SES - STE 101,9473,,32496,,41969,,3233,,13814,,17047,,2982229
1210701 FL FSP PUTNAM CO DFS,2522,,7312,,9834,,823,,2936,,3759,,659147
1210901 FL FSP ST JOHNS CO DFS,657,,3143,,3800,,258,,1401,,1659,,260024
1211101 FL FSP ST LUCIE CO DFS,3440,,10545,,13985,,1144,,4671,,5815,,994062
1211301 FL FSP SANTA ROSA CO SES,1129,,5046,,6175,,413,,1960,,2373,,427516
1211501 FL FSP SARASOTA CO DFS,1631,,6313,,7944,,637,,3127,,3764,,537068
1211701 FL FSP SEMINOLE CO DFS,3227,,9879,,13106,,1104,,4160,,5264,,913593
1211901 FL FSP SUMTER CO HRS FS U 89,878,,3745,,4623,,290,,1535,,1825,,287764
1212101 FL FSP SUWANNEE CO DFS,729,,2201,,2930,,250,,945,,1195,,192650
1212301 FL FSP TAYLOR CO DFS,635,,2132,,2767,,214,,977,,1191,,181165
1212501 FL FSP UNION CO DFS,226,,724,,950,,74,,290,,364,,61174
1212701 FL FSP VOLUSIA CO DFS,6526,,20495,,27021,,2270,,9038,,11308,,1936144
1212901 FL FSP WAKULLA CO DFS,339,,948,,1287,,117,,407,,524,,88940
1213101 FL FSP WALTON CO DFS,438,,2478,,2916,,175,,1026,,1201,,181160
1213301 FL FSP WASHINGTON CO DFS,367,,2250,,2617,,127,,928,,1055,,161997
1300001 GA EBT DEPT. OF HUMAN RESOURCES,22243,,40777,,63020,,6736,,18862,,25598,,4465731
1300101 GA FSP APPLING,208,,1589,,1797,,63,,709,,772,,109429
1300301 GA FSP ATKINSON,88,,781,,869,,27,,330,,357,,51329
1300501 GA FSP BACON,396,,936,,1332,,121,,456,,577,,86162
1300701 GA FSP BAKER,0,,0,,0,,0,,0,,0,,0
1300901 GA FSP BALDWIN,1099,,2484,,3583,,329,,1133,,1462,,256301
1301101 GA FSP BANKS,91,,806,,897,,27,,340,,367,,54857
1301301 GA FSP BARROW,373,,2205,,2578,,118,,1003,,1121,,171966
