NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:08 PM,,,,,
Jul 1999,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0500301 AR EBT ASHLEY COUNTY,335,,2950,,3285,,103,,1231,,1334,,224791
0500501 AR EBT BAXTER COUNTY,133,,2105,,2238,,44,,851,,895,,142979
0500701 AR EBT BENTON COUNTY,264,,4684,,4948,,93,,1775,,1868,,335588
0500901 AR EBT BOONE COUNTY,91,,2726,,2817,,35,,1099,,1134,,188911
0501101 AR EBT BRADLEY COUNTY,166,,1517,,1683,,56,,684,,740,,119086
0501301 AR EBT CALHOUN COUNTY,27,,416,,443,,11,,187,,198,,26522
0501501 AR EBT CARROLL COUNTY,50,,1442,,1492,,20,,590,,610,,99825
0501701 AR EBT CHICOT COUNTY,535,,2962,,3497,,170,,1273,,1443,,229259
0501901 AR EBT CLARK COUNTY,57,,1692,,1749,,21,,785,,806,,122514
0502101 AR EBT CLAY COUNTY,198,,1232,,1430,,64,,534,,598,,84473
0502301 AR EBT CLEBURNE COUNTY,72,,1737,,1809,,23,,706,,729,,119738
0502501 AR EBT CLEVELAND COUNTY,72,,773,,845,,28,,325,,353,,61640
0502701 AR EBT COLUMBIA COUNTY,428,,3781,,4209,,138,,1649,,1787,,298058
0502901 AR EBT CONWAY COUNTY,161,,2117,,2278,,50,,933,,983,,153096
0503101 AR EBT CRAIGHEAD COUNTY,424,,5977,,6401,,140,,2385,,2525,,453839
0503301 AR EBT CRAWFORD COUNTY,213,,4133,,4346,,66,,1491,,1557,,292572
0503501 AR EBT CRITTENDEN COUNTY,1178,,7641,,8819,,321,,2736,,3057,,634592
0503701 AR EBT CROSS COUNTY,182,,2711,,2893,,61,,1034,,1095,,190018
0503901 AR EBT DALLAS COUNTY,71,,1095,,1166,,23,,482,,505,,75725
0504101 AR EBT DESHA COUNTY,245,,2958,,3203,,78,,1191,,1269,,224200
0504301 AR EBT DREW COUNTY,108,,2253,,2361,,38,,941,,979,,172154
0504501 AR EBT FAULKNER COUNTY,236,,3466,,3702,,76,,1352,,1428,,269414
0504701 AR EBT FRANKLIN COUNTY,47,,1465,,1512,,16,,599,,615,,99888
0504901 AR EBT FULTON COUNTY,129,,1396,,1525,,46,,606,,652,,93129
0505101 AR EBT GARLAND COUNTY,693,,6264,,6957,,221,,2702,,2923,,507487
0505301 AR EBT GRANT COUNTY,34,,881,,915,,12,,369,,381,,57025
0505501 AR EBT GREENE COUNTY,174,,2901,,3075,,62,,1232,,1294,,201663
0505701 AR EBT HEMPSTEAD COUNTY,230,,2497,,2727,,75,,1065,,1140,,184364
0505901 AR EBT HOT SPRING COUNTY,50,,2588,,2638,,17,,1080,,1097,,189198
0506101 AR EBT HOWARD COUNTY,15,,1256,,1271,,6,,533,,539,,89061
0506301 AR EBT INDEPENDENCE COUNTY,146,,2980,,3126,,51,,1217,,1268,,198669
0506501 AR EBT IZARD COUNTY,116,,1008,,1124,,36,,447,,483,,69227
0506701 AR EBT JACKSON COUNTY,245,,2200,,2445,,81,,908,,989,,161748
0506901 AR EBT JEFFERSON COUNTY,1448,,12737,,14185,,426,,5251,,5677,,1059583
0507101 AR EBT JOHNSON COUNTY,92,,1873,,1965,,30,,724,,754,,125979
0507301 AR EBT LAFAYETTE COUNTY,143,,1452,,1595,,47,,628,,675,,107666
0507501 AR EBT LAWRENCE COUNTY,50,,2138,,2188,,17,,931,,948,,135132
0507701 AR EBT LEE COUNTY,572,,2434,,3006,,167,,1074,,1241,,193992
0507901 AR EBT LINCOLN COUNTY,152,,1589,,1741,,46,,620,,666,,114401
0508101 AR EBT LITTLE RIVER COUNTY,60,,1246,,1306,,19,,531,,550,,87365
0508301 AR EBT LOGAN COUNTY,101,,2230,,2331,,35,,889,,924,,152992
0508501 AR EBT LONOKE COUNTY,110,,2749,,2859,,38,,1066,,1104,,184007
0508701 AR EBT MADISON COUNTY,28,,1241,,1269,,10,,471,,481,,79287
0508901 AR EBT MARION COUNTY,57,,1358,,1415,,22,,533,,555,,92714
0509101 AR EBT MILLER COUNTY,507,,4787,,5294,,166,,1995,,2161,,396728
0509301 AR EBT MISSISSIPPI COUNTY,1011,,7110,,8121,,312,,2679,,2991,,537044
0509501 AR EBT MONROE COUNTY,122,,1966,,2088,,43,,771,,814,,133418
0509701 AR EBT MONTGOMERY COUNTY,17,,748,,765,,6,,312,,318,,52856
0509901 AR EBT NEVADA COUNTY,15,,986,,1001,,6,,469,,475,,61422
0510101 AR EBT NEWTON COUNTY,19,,1162,,1181,,8,,477,,485,,74737
0510301 AR EBT OUACHITA COUNTY,376,,3781,,4157,,120,,1717,,1837,,289333
0510501 AR EBT PERRY COUNTY,20,,689,,709,,7,,291,,298,,46110
0510701 AR EBT PHILLIPS COUNTY,2086,,6238,,8324,,588,,2439,,3027,,566333
0510901 AR EBT PIKE COUNTY,25,,647,,672,,10,,271,,281,,42716
0511101 AR EBT POINSETT COUNTY,131,,3373,,3504,,45,,1458,,1503,,230158
0511301 AR EBT POLK COUNTY,96,,2058,,2154,,34,,771,,805,,155662
0511501 AR EBT POPE COUNTY,254,,4024,,4278,,83,,1591,,1674,,288334
0511701 AR EBT PRAIRIE COUNTY,51,,751,,802,,17,,330,,347,,50531
0511901 AR EBT PULASKI COUNTY,4984,,22481,,27465,,1515,,8859,,10374,,2036155
0512101 AR EBT RANDOLPH COUNTY,116,,2135,,2251,,37,,884,,921,,137439
0512301 AR EBT SAINT FRANCIS COUNTY,1175,,5373,,6548,,340,,2190,,2530,,459512
0512501 AR EBT SALINE COUNTY,101,,2812,,2913,,35,,1128,,1163,,202359
0512701 AR EBT SCOTT COUNTY,36,,1173,,1209,,14,,468,,482,,77581
0512901 AR EBT SEARCY COUNTY,30,,882,,912,,10,,368,,378,,54091
0513101 AR EBT SEBASTIAN COUNTY,351,,7803,,8154,,120,,3039,,3159,,589939
0513301 AR EBT SEVIER COUNTY,25,,1176,,1201,,8,,471,,479,,82800
0513501 AR EBT SHARP COUNTY,144,,1610,,1754,,47,,683,,730,,111545
0513701 AR EBT STONE COUNTY,33,,984,,1017,,11,,428,,439,,58819
0513901 AR EBT UNION COUNTY,456,,4526,,4982,,150,,1880,,2030,,345440
0514101 AR EBT VAN BUREN COUNTY,57,,1498,,1555,,21,,604,,625,,100457
0514301 AR EBT WASHINGTON COUNTY,627,,7379,,8006,,245,,2895,,3140,,570014
0514501 AR EBT WHITE COUNTY,167,,4796,,4963,,57,,1921,,1978,,339822
0514701 AR EBT WOODRUFF COUNTY,145,,1826,,1971,,44,,804,,848,,133019
0514901 AR EBT YELL COUNTY,37,,1364,,1401,,11,,551,,562,,80456
0600105 CA FSP ALAMEDA COUNTY DSS,43246,,25718,,68964,,16893,,10046,,26939,,4508319
0600302 CA FSP ALPINE COUNTY DSS,41,,24,,65,,11,,11,,22,,3276
0600501 CA FSP AMADOR COUNTY DSS,557,,536,,1093,,200,,235,,435,,72656
0600702 CA FSP BUTTE COUNTY DSS,11245,,8442,,19687,,3603,,3415,,7018,,1318171
0600901 CA FSP CALAVERAS CO DSW,948,,1206,,2154,,324,,546,,870,,152148
0601101 CA FSP COLUSA COUNTY DSW,281,,737,,1018,,98,,286,,384,,59757
0601302 CA FSP CONTRA COSTA COUNTY DSS,24076,,5146,,29222,,8224,,2962,,11186,,1931096
0601501 CA FSP DEL NORTE CO DSW,1883,,1565,,3448,,585,,733,,1318,,238468
0601704 CA FSP EL DORADO COUNTY DSS,1906,,1953,,3859,,686,,946,,1632,,238468
0601904 CA FSP FRESNO COUNTY DSW,51007,,23157,,74164,,15763,,7674,,23437,,6129944
0602102 CA FSP GLENN CO WELFARE DEPT,990,,1193,,2183,,304,,443,,747,,135319
0602303 CA FSP HUMBOLDT CO DSW,6081,,5131,,11212,,2032,,2547,,4579,,820556
0602501 CA FSP IMPERIAL CO DSW,8251,,8611,,16862,,2543,,2824,,5367,,1230002
0602701 CA FSP INYO COUNTY WELF DEPT,466,,406,,872,,165,,300,,465,,75852
0602902 CA FSP KERN,33588,,27383,,60971,,10318,,9768,,20086,,4443380
0603101 CA FSP KINGS COUNTY DPW,4864,,6723,,11587,,1559,,2508,,4067,,756730
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,3547,,2907,,6454,,1200,,1291,,2491,,500446
0603501 CA FSP LASSEN CO DSW,1364,,919,,2283,,440,,389,,829,,152976
0603720 CA FSP LOS ANGELES COUNTY DPSS,431238,,166509,,597747,,158404,,94506,,252910,,44901441
0603902 CA FSP MADERA CO DSW,5816,,6938,,12754,,1855,,2723,,4578,,861139
0604102 CA FSP MARIN COUNTY DSW,1508,,1638,,3146,,625,,1062,,1687,,224901
0604301 CA FSP MARIPOSA CO DSW,400,,588,,988,,128,,232,,360,,68061
0604501 CA FSP MENDOCINO CO WELF DEPT,3638,,3726,,7364,,1265,,1759,,3024,,497498
0604701 CA FSP MERCED CO DPW,14458,,11689,,26147,,4267,,3530,,7797,,1582415
0604901 CA FSP MODOC COUNTY DSS,491,,482,,973,,150,,199,,349,,58495
0605101 CA FSP MONO CO WELFARE DEPT,62,,165,,227,,21,,63,,84,,16468
0605302 CA FSP MONTEREY CO DSW,6390,,7529,,13919,,2247,,3080,,5327,,1054164
0605502 CA FSP NAPA CO WELFARE DEPT,943,,1294,,2237,,360,,588,,948,,67759
0605701 CA FSP NEVADA CO DPSS,1001,,1184,,2185,,377,,564,,941,,53877
0605903 CA FSP ORANGE CO DSW,39451,,25515,,64966,,13349,,10093,,23442,,3988232
0606101 CA FSP PLACER CO WELFARE DEPT,3161,,1783,,4944,,1127,,918,,2045,,342660
0606301 CA FSP PLUMAS COUNTY DSS,420,,449,,869,,162,,196,,358,,62759
0606503 CA FSP RIVERSIDE COUNTY DSS,46404,,20736,,67140,,15731,,7837,,23568,,4768656
0606703 CA FSP SACRAMENTO CO DSW,89505,,25529,,115034,,25832,,11429,,37261,,7473579
0606902 CA FSP SAN BENITO COUNTY DSS,853,,1171,,2024,,280,,444,,724,,132907
0607105 CA EBT SAN BRNDINO CO DPSS AU,78710,,57365,,136075,,26206,,20230,,46436,,9748112
0607105 CA FSP SAN BRNDINO CO DPSS AU,0,,0,,0,,0,,0,,0,,0
0607301 CA EBT SAN DIEGO CO DSS,68239,,24697,,92936,,23321,,10032,,33353,,5974828
0607502 CA FSP SAN FRANCISCO COUNTY DSS,13519,,10608,,24127,,4904,,8531,,13435,,1724518
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,31119,,23521,,54640,,9459,,8206,,17665,,3534013
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,3841,,3375,,7216,,1442,,1451,,2893,,475514
0608103 CA FSP SAN MATEO COUNTY DSS,3465,,2106,,5571,,1381,,1032,,2413,,384449
0608304 CA FSP SANTA BARBARA CO DSW,7333,,6485,,13818,,2655,,2713,,5368,,857866
0608502 CA FSP SANTA CLARA COUNTY DSS,25312,,14254,,39566,,8868,,6598,,15466,,2678007
0608702 CA FSP SANTA CRUZ CO DSW,4490,,2746,,7236,,1730,,1275,,3005,,481001
0608901 CA FSP SHASTA CO DSW,8810,,6995,,15805,,3063,,3078,,6141,,1004132
0609101 CA FSP SIERRA CO HUMAN SVCS,78,,92,,170,,27,,48,,75,,11115
0609301 CA FSP SISKIYOU CO DSW,1985,,1840,,3825,,658,,866,,1524,,265273
0609502 CA FSP SOLANO CO DSW,15557,,3290,,18847,,5104,,1659,,6763,,1139269
0609701 CA FSP SONOMA CO DSW,2398,,3799,,6197,,2140,,1907,,4047,,611142
0609902 CA FSP STANISLAUS CO. DSS,21690,,13320,,35010,,7090,,4626,,11716,,2464089
0610101 CA FSP SUTTER CO WELF DEPT,2211,,3203,,5414,,737,,1197,,1934,,351344
0610301 CA FSP TEHAMA CO DSW,2527,,2709,,5236,,838,,1114,,1952,,340368
0610501 CA FSP TRINITY CO DSW,596,,461,,1057,,198,,213,,411,,76500
0610704 CA FSP TULARE COUNTY DSS,32410,,12637,,45047,,10168,,4948,,15116,,2922696
0610901 CA FSP TUOLUMNE CO WELF DEPT,1347,,1393,,2740,,577,,594,,1171,,201809
0611101 CA FSP VENTURA CO.,11705,,10570,,22275,,4156,,4207,,8363,,1392806
0611301 CA FSP YOLO CO DSW,5122,,2969,,8091,,1756,,1138,,2894,,528648
0611501 CA FSP YUBA CO WELFARE DEPT,3863,,3485,,7348,,1311,,1477,,2788,,531402
0800301 CO EBT ALAMOSA CO DSS,828,,1149,,1977,,404,,467,,871,,134127
0800701 CO EBT ARCHULETA CO DSS,153,,242,,395,,66,,99,,165,,25275
0800901 CO EBT BACA CO DSS,68,,211,,279,,39,,83,,122,,15957
0801101 CO EBT BENT CO DSS,96,,489,,585,,57,,198,,255,,34900
0801301 CO EBT BOULDER CO DSS,2622,,3667,,6289,,1327,,1871,,3198,,416938
0801501 CO EBT CHAFFEE CO DSS,179,,383,,562,,94,,183,,277,,31832
0801701 CO EBT CHEYENNE CO DSS,26,,58,,84,,24,,19,,43,,4705
0802101 CO EBT CONEJOS CO DSS,418,,1014,,1432,,229,,366,,595,,23636
0802301 CO EBT COSTILLA CO DSS,362,,492,,854,,195,,226,,421,,47314
0802501 CO EBT CROWLEY CO DSS,194,,439,,633,,92,,189,,281,,33749
0802701 CO EBT CUSTER CO DSS,43,,119,,162,,18,,56,,74,,10687
0803102 CO EBT DENVER,12923,,27218,,40141,,6954,,11897,,18851,,2879206
0803301 CO EBT DOLORES CO DSS,35,,70,,105,,17,,40,,57,,6162
0803701 CO EBT EAGLE CO DSS,16,,127,,143,,3,,64,,67,,10710
0803901 CO EBT ELBERT CO DSS,86,,180,,266,,36,,77,,113,,18401
0804101 CO EBT EL PASO CO DSS,6047,,13629,,19676,,2737,,5440,,8177,,1405183
0804301 CO EBT FREMONT CO DSS,585,,1733,,2318,,295,,729,,1024,,147075
0805501 CO EBT HUERFANO CO DSS,318,,591,,909,,169,,245,,414,,52213
0805901 CO EBT JEFFERSON CO DSS,2806,,5260,,8066,,1196,,2486,,3682,,598626
0806101 CO EBT KIOWA CO DSS,24,,39,,63,,11,,19,,30,,3882
0806301 CO EBT KIT CARSON CO DSS,47,,178,,225,,32,,67,,99,,10378
0806501 CO EBT LAKE CO DSS,41,,145,,186,,18,,66,,84,,12336
0806701 CO EBT LA PLATA CO DSS,247,,1209,,1456,,137,,513,,650,,92299
0806901 CO EBT LARIMER CO DSS,1376,,4476,,5852,,684,,1905,,2589,,410017
0807101 CO EBT LAS ANIMAS CO DSS,559,,1046,,1605,,286,,480,,766,,99340
0807301 CO EBT LINCOLN CO DSS,93,,121,,214,,42,,57,,99,,12598
0807501 CO EBT LOGAN CO DSS,206,,827,,1033,,115,,346,,461,,56898
0808101 CO EBT MOFFAT CO DSS,325,,352,,677,,176,,149,,325,,43466
0808301 CO EBT MONTEZUMA CO DSS,467,,1531,,1998,,175,,598,,773,,139201
0808701 CO EBT MORGAN CO DSS,412,,926,,1338,,183,,351,,534,,83225
0808901 CO EBT OTERO CO DSS,1000,,1826,,2826,,467,,693,,1160,,158680
0809301 CO EBT PARK CO DSS,43,,123,,166,,26,,62,,88,,11612
0809501 CO EBT PHILLIPS CO DSS,28,,79,,107,,22,,41,,63,,4979
0809901 CO EBT PROWERS CO DSS,307,,1225,,1532,,151,,477,,628,,92816
0810101 CO EBT PUEBLO CO DSS,5594,,9550,,15144,,2738,,3936,,6674,,1032219
0810501 CO EBT RIO GRANDE CO DSS,735,,1167,,1902,,314,,473,,787,,126346
0810701 CO EBT ROUTT CO DSS,70,,203,,273,,29,,106,,135,,17512
0810901 CO EBT SAGUACHE CO DSS,198,,973,,1171,,95,,443,,538,,82661
0811101 CO EBT SAN JUAN CO DSS,15,,15,,30,,7,,13,,20,,1878
0811501 CO EBT SEDGWICK CO DSS,27,,94,,121,,16,,41,,57,,6883
0811701 CO EBT SUMMIT CO DSS,34,,96,,130,,17,,51,,68,,9581
0811901 CO EBT TELLER CO DSS,164,,325,,489,,75,,138,,213,,33396
0812101 CO EBT WASHINGTON CO DSS,35,,91,,126,,14,,44,,58,,7147
0812301 CO EBT WELD CO DSS,117,,212,,329,,60,,81,,141,,17522
0812501 CO EBT YUMA CO DSS,1151,,4622,,5773,,616,,1644,,2260,,36708
0812701 CO EBT ADAMS CO DSS,2436,,10043,,12479,,1218,,3354,,4572,,883933
0812901 CO EBT ARAPAHO CO. DSS,3021,,7599,,10620,,1502,,3125,,4627,,771011
0900002 CT FSP DEPT. OF SOCIAL SERVICES,104966,,68447,,173413,,51140,,35199,,86339,,12407971
1000112 DE FSP KENT,4125,,7675,,11800,,1525,,2823,,4348,,793550
1000235 DE FSP NEW CASTLE,8159,,7852,,16011,,3029,,2910,,5939,,1077060
1000316 DE FSP SUSSEX CO.,4811,,4893,,9704,,1777,,1830,,3607,,870645
1100161 DC EBT D.C. Treasury,33081,,49873,,82954,,13313,,23358,,36671,,6728953
1200101 FL EBT ALACHUA CO DFS,3922,,11621,,15543,,1916,,4601,,6517,,1117288
1200101 FL FSP ALACHUA CO DFS,,,2,,2,,,,1,,1,,199
1200301 FL EBT BAKER CO SERVICE CENTE,212,,1301,,1513,,113,,499,,612,,107921
1200501 FL EBT BAY CO DFS,1843,,9208,,11051,,1079,,3643,,4722,,752786
1200701 FL EBT BRADFORD CO DFS,538,,1896,,2434,,247,,715,,962,,168459
1200901 FL EBT BREVARD CO DFS,4200,,16420,,20620,,2445,,6768,,9213,,1464649
1200901 FL FSP BREVARD CO DFS,5,,18,,23,,3,,7,,10,,2055
1201101 FL EBT BROWARD CO SES,15287,,40282,,55569,,9064,,17099,,26163,,4175476
1201101 FL FSP BROWARD CO SES,,,2,,2,,,,1,,1,,419
1201301 FL EBT CALHOUN CO DFS,372,,1125,,1497,,203,,466,,669,,99151
1201501 FL EBT CHARLOTTE CO DFS,878,,2630,,3508,,526,,1184,,1710,,241044
1201501 FL FSP CHARLOTTE CO DFS,,,2,,2,,,,1,,1,,332
1201701 FL EBT CITRUS CO DFS,1175,,4991,,6166,,695,,2051,,2746,,425052
1201701 FL FSP CITRUS CO DFS,,,2,,2,,,,1,,1,,299
1201901 FL EBT CLAY CO DFS,631,,2530,,3161,,352,,976,,1328,,221888
1202101 FL EBT COLLIER CO DFS,1268,,4951,,6219,,745,,2025,,2770,,473328
1202101 FL FSP COLLIER CO DFS,4,,7,,11,,1,,3,,4,,1456
1202301 FL EBT COLUMBIA CO DFS,1270,,4385,,5655,,659,,1630,,2289,,385809
